sentence,fr_childes_best_clm_42,fr_childes_best_clm_30,fr_childes_best_clm_13,fr_wikipedia_best_clm_42,fr_wikipedia_best_clm_30,fr_wikipedia_best_clm_13
le capitaine attend le repas chaud et mettent la nappe sur la table,-9.730463027954102,-13.413898468017578,-12.039714813232422,-8.479902267456055,-11.453145980834961,-9.029739379882812
le capitaine arrive au lieu de rendez-vous et met la nappe sur la table,-11.568365097045898,-13.614629745483398,-10.801032066345215,-6.513661861419678,-6.006278038024902,-6.260532379150391
les capitaines arrivent au lieu de rendez-vous et met la nappe sur la table,-11.61090087890625,-14.332871437072754,-11.196111679077148,-8.217296600341797,-8.235210418701172,-6.973542213439941
les capitaines arrivent au lieu de rendez-vous et mettent la nappe sur la table,-11.824395179748535,-14.11665153503418,-11.449447631835938,-6.567659378051758,-6.317160129547119,-4.737271308898926
le capitaine arrive au lieu de rendez-vous et mettent la nappe sur la table,-12.268255233764648,-14.135340690612793,-11.232046127319336,-10.221912384033203,-9.425893783569336,-8.4779052734375
l'homme poursuit une nouvelle mission et grandit très rapidement,-11.509119033813477,-11.044093132019043,-12.554105758666992,-8.770101547241211,-9.891500473022461,-9.595181465148926
les hommes poursuivent une nouvelle mission et grandit très rapidement,-12.748682975769043,-11.409627914428711,-13.482259750366211,-11.150005340576172,-10.729536056518555,-11.212390899658203
les hommes poursuivent une nouvelle mission et grandissent très rapidement,-20.44034481048584,-17.560476779937744,-23.414350986480713,-10.160651206970215,-11.027263641357422,-10.099059104919434
l'homme poursuit une nouvelle mission et grandissent très rapidement,-22.62561798095703,-19.553992748260498,-26.327351570129395,-17.44754409790039,-14.363849639892578,-12.872522354125977
l'homme poursuit une nouvelle mission et apprend une nouvelle histoire,-13.15532112121582,-12.103597640991211,-10.833702087402344,-9.004196166992188,-7.402167797088623,-8.530510902404785
les hommes poursuivent une nouvelle mission et apprend une nouvelle histoire,-12.082658767700195,-10.1096773147583,-11.862391471862793,-11.3949613571167,-10.790522575378418,-11.4679536819458
les hommes poursuivent une nouvelle mission et apprennent une nouvelle histoire,-13.713640213012695,-10.777436256408691,-14.895380020141602,-7.438758850097656,-9.983355045318604,-8.945462226867676
l'homme poursuit une nouvelle mission et apprennent une nouvelle histoire,-14.320953369140625,-12.754274368286133,-14.507783889770508,-13.626605987548828,-12.284471035003662,-11.653986930847168
l'homme poursuit une nouvelle mission et descend les escaliers de la maison,-9.385913848876953,-11.147223472595215,-11.453190803527832,-10.671243667602539,-9.355358123779297,-8.929935455322266
les hommes poursuivent une nouvelle mission et descend les escaliers de la maison,-10.494277954101562,-11.824873924255371,-12.007049560546875,-8.82310676574707,-9.206592559814453,-8.580057144165039
les hommes poursuivent une nouvelle mission et descendent les escaliers de la maison,-12.7869234085083,-13.524032592773438,-14.188437461853027,-8.903299331665039,-10.217848777770996,-8.936665534973145
l'homme poursuit une nouvelle mission et descendent les escaliers de la maison,-14.420977592468262,-15.329285621643066,-14.907965183258057,-19.079084396362305,-16.966980934143066,-16.334697723388672
l'homme poursuit une nouvelle mission et attend le repas chaud,-9.698403358459473,-11.605504989624023,-12.080560684204102,-9.9257173538208,-8.890596389770508,-7.538897514343262
les hommes poursuivent une nouvelle mission et attend le repas chaud,-10.243803024291992,-11.94568920135498,-12.735795021057129,-9.454392433166504,-9.274033546447754,-8.450984954833984
les hommes poursuivent une nouvelle mission et attendent le repas chaud,-13.350769996643066,-15.353538513183594,-14.254096984863281,-9.475707054138184,-9.426460266113281,-8.801939964294434
l'homme poursuit une nouvelle mission et attendent le repas chaud,-15.855281352996826,-16.57871150970459,-15.345439434051514,-18.40376377105713,-14.91868257522583,-14.38608980178833
l'homme poursuit une nouvelle mission et arrive au lieu de rendez-vous,-10.024764060974121,-11.72782039642334,-10.831862449645996,-7.73331880569458,-5.540543079376221,-6.519079685211182
les hommes poursuivent une nouvelle mission et arrive au lieu de rendez-vous,-10.790116310119629,-11.627008438110352,-11.707588195800781,-8.258218765258789,-6.566397190093994,-7.636336326599121
les hommes poursuivent une nouvelle mission et arrivent au lieu de rendez-vous,-11.924901962280273,-11.616880416870117,-11.254213333129883,-6.801231384277344,-4.77239990234375,-5.352794647216797
l'homme poursuit une nouvelle mission et arrivent au lieu de rendez-vous,-12.425888061523438,-12.234652519226074,-10.984525680541992,-11.90584659576416,-9.14842700958252,-8.110288619995117
l'homme poursuit une nouvelle mission et met la nappe sur la table,-10.636140823364258,-10.333468437194824,-10.101924896240234,-6.161301612854004,-5.266770839691162,-5.196786880493164
les hommes poursuivent une nouvelle mission et met la nappe sur la table,-10.265408515930176,-9.865828514099121,-10.250350952148438,-8.374272346496582,-7.649674892425537,-7.035521984100342
les hommes poursuivent une nouvelle mission et mettent la nappe sur la table,-9.217074394226074,-11.171873092651367,-13.522077560424805,-5.667964935302734,-5.060850620269775,-6.4276580810546875
l'homme poursuit une nouvelle mission et mettent la nappe sur la table,-11.703522682189941,-14.024049758911133,-14.093165397644043,-10.506046295166016,-8.920150756835938,-9.042470932006836
l'homme grandit très rapidement et apprend une nouvelle histoire,-12.882623672485352,-13.814952850341797,-10.233717918395996,-8.840503692626953,-9.377696990966797,-7.635759353637695
les hommes grandissent très rapidement et apprend une nouvelle histoire,-11.140802383422852,-11.298670768737793,-10.156144142150879,-11.13637924194336,-10.874305725097656,-10.060107231140137
les hommes grandissent très rapidement et apprennent une nouvelle histoire,-11.634364128112793,-10.954532623291016,-12.049898147583008,-7.690293312072754,-7.999022960662842,-7.709424018859863
l'homme grandit très rapidement et apprennent une nouvelle histoire,-14.29791259765625,-14.587525367736816,-14.541765213012695,-14.467094421386719,-10.596676349639893,-12.759207725524902
l'homme grandit très rapidement et descend les escaliers de la maison,-9.979037284851074,-9.908044815063477,-9.384271621704102,-8.807649612426758,-8.377243041992188,-7.9508466720581055
les hommes grandissent très rapidement et descend les escaliers de la maison,-11.1746244430542,-11.892715454101562,-11.063093185424805,-7.928408145904541,-8.684816360473633,-8.462257385253906
les hommes grandissent très rapidement et descendent les escaliers de la maison,-11.760665893554688,-13.115835189819336,-11.482610702514648,-8.104878902435303,-8.754762649536133,-8.833414077758789
l'homme grandit très rapidement et descendent les escaliers de la maison,-15.375555515289307,-15.083080768585205,-11.706254005432129,-15.691784381866455,-13.089056015014648,-14.876657485961914
l'homme grandit très rapidement et attend le repas chaud,-9.258468627929688,-10.634662628173828,-9.829503059387207,-8.026599884033203,-10.51880168914795,-7.559663772583008
les hommes grandissent très rapidement et attend le repas chaud,-9.09212589263916,-11.412239074707031,-10.197912216186523,-8.142341613769531,-9.80430793762207,-7.945381164550781
les hommes grandissent très rapidement et attendent le repas chaud,-9.951312065124512,-15.3187837600708,-10.552557945251465,-8.236083984375,-9.827951431274414,-8.925065994262695
l'homme grandit très rapidement et attendent le repas chaud,-14.065035343170166,-16.828791618347168,-12.948266983032227,-15.533062934875488,-13.942153930664062,-14.36284351348877
l'homme grandit très rapidement et arrive au lieu de rendez-vous,-9.02445125579834,-10.380212783813477,-8.542794227600098,-6.036117076873779,-7.625096797943115,-4.329105854034424
les hommes grandissent très rapidement et arrive au lieu de rendez-vous,-9.129158973693848,-10.837432861328125,-9.078202247619629,-7.822858810424805,-8.210041999816895,-7.483638286590576
les hommes grandissent très rapidement et arrivent au lieu de rendez-vous,-9.944192886352539,-10.858135223388672,-10.589181900024414,-6.28521728515625,-6.796568393707275,-6.0727033615112305
l'homme grandit très rapidement et arrivent au lieu de rendez-vous,-10.799890518188477,-11.298789978027344,-8.542672157287598,-12.00621223449707,-10.939142227172852,-10.41267204284668
l'homme grandit très rapidement et met la nappe sur la table,-11.62553882598877,-10.894070625305176,-9.418573379516602,-7.2247209548950195,-7.460328102111816,-5.933370113372803
les hommes grandissent très rapidement et met la nappe sur la table,-10.071617126464844,-11.240181922912598,-10.348570823669434,-9.473127365112305,-8.819662094116211,-9.114330291748047
les hommes grandissent très rapidement et mettent la nappe sur la table,-9.944074630737305,-11.214073181152344,-13.218128204345703,-6.933038711547852,-6.629274368286133,-5.442485332489014
l'homme grandit très rapidement et mettent la nappe sur la table,-13.459230422973633,-14.370491981506348,-11.992019653320312,-11.883807182312012,-9.554320335388184,-9.310784339904785
l'homme apprend une nouvelle histoire et descend les escaliers de la maison,-11.11938190460205,-10.873970031738281,-11.496910095214844,-11.209565162658691,-8.656233787536621,-8.432449340820312
les hommes apprennent une nouvelle histoire et descend les escaliers de la maison,-12.550934791564941,-11.068458557128906,-11.91622543334961,-10.156574249267578,-8.2957763671875,-8.553791999816895
les hommes apprennent une nouvelle histoire et descendent les escaliers de la maison,-14.553257942199707,-11.991340637207031,-14.26545238494873,-10.342353820800781,-9.478772163391113,-9.828967094421387
l'homme apprend une nouvelle histoire et descendent les escaliers de la maison,-16.34158992767334,-15.148892879486084,-14.150233268737793,-18.771308422088623,-16.88417148590088,-15.92175817489624
l'homme apprend une nouvelle histoire et attend le repas chaud,-9.590486526489258,-12.824531555175781,-10.51463794708252,-9.966270446777344,-8.162957191467285,-7.665121555328369
les hommes apprennent une nouvelle histoire et attend le repas chaud,-10.48183822631836,-11.583982467651367,-11.307252883911133,-10.731501579284668,-9.84426212310791,-10.132917404174805
les hommes apprennent une nouvelle histoire et attendent le repas chaud,-12.582826614379883,-15.29310131072998,-15.813100814819336,-10.923786163330078,-10.136930465698242,-10.792970657348633
l'homme apprend une nouvelle histoire et attendent le repas chaud,-15.783047676086426,-19.761066436767578,-16.830581188201904,-18.521883010864258,-14.966134548187256,-14.679226398468018
l'homme apprend une nouvelle histoire et arrive au lieu de rendez-vous,-10.211067199707031,-11.898756980895996,-9.41575813293457,-9.05338191986084,-8.087386131286621,-7.8594560623168945
les hommes apprennent une nouvelle histoire et arrive au lieu de rendez-vous,-11.490819931030273,-11.346038818359375,-11.288308143615723,-11.766260147094727,-10.92667293548584,-10.820396423339844
les hommes apprennent une nouvelle histoire et arrivent au lieu de rendez-vous,-12.588841438293457,-12.189915657043457,-11.695937156677246,-10.588047981262207,-9.753569602966309,-9.348569869995117
l'homme apprend une nouvelle histoire et arrivent au lieu de rendez-vous,-12.518234252929688,-13.69182014465332,-11.505963325500488,-13.212600708007812,-11.671587944030762,-10.43916130065918
l'homme apprend une nouvelle histoire et met la nappe sur la table,-12.042740821838379,-11.944585800170898,-10.401572227478027,-6.872638702392578,-6.784592628479004,-6.209033966064453
les hommes apprennent une nouvelle histoire et met la nappe sur la table,-12.721393585205078,-11.559356689453125,-11.01400375366211,-9.515027046203613,-9.400434494018555,-9.229416847229004
les hommes apprennent une nouvelle histoire et mettent la nappe sur la table,-11.533721923828125,-11.35201358795166,-13.273706436157227,-8.737717628479004,-8.747875213623047,-9.21923828125
l'homme apprend une nouvelle histoire et mettent la nappe sur la table,-12.889671325683594,-15.321985244750977,-14.336880683898926,-11.460562705993652,-10.432802200317383,-10.344172477722168
l'homme descend les escaliers de la maison et attend le repas chaud,-9.286197662353516,-11.762470245361328,-8.755367279052734,-8.487285614013672,-8.78712272644043,-8.25886344909668
les hommes descendent les escaliers de la maison et attend le repas chaud,-9.143172264099121,-12.452823638916016,-11.114118576049805,-8.337698936462402,-9.070253372192383,-8.547452926635742
les hommes descendent les escaliers de la maison et attendent le repas chaud,-10.1033935546875,-16.54645824432373,-12.612857818603516,-8.364899635314941,-9.090522766113281,-9.076441764831543
l'homme descend les escaliers de la maison et attendent le repas chaud,-13.444053173065186,-18.853320121765137,-11.955925941467285,-14.68927812576294,-12.40166187286377,-14.64577579498291
l'homme descend les escaliers de la maison et arrive au lieu de rendez-vous,-11.143811225891113,-12.712451934814453,-9.373921394348145,-8.073341369628906,-8.328621864318848,-6.575547695159912
les hommes descendent les escaliers de la maison et arrive au lieu de rendez-vous,-10.926481246948242,-13.620922088623047,-12.403636932373047,-8.559185028076172,-8.446892738342285,-7.908191680908203
les hommes descendent les escaliers de la maison et arrivent au lieu de rendez-vous,-10.987709999084473,-13.676020622253418,-10.429306030273438,-6.915679931640625,-5.615771293640137,-6.73104190826416
l'homme descend les escaliers de la maison et arrivent au lieu de rendez-vous,-12.035582542419434,-12.828274726867676,-7.612653732299805,-10.682411193847656,-7.583810806274414,-8.59695816040039
l'homme descend les escaliers de la maison et met la nappe sur la table,-11.869943618774414,-12.794100761413574,-10.036348342895508,-6.949489116668701,-7.817215919494629,-6.217837810516357
les hommes descendent les escaliers de la maison et met la nappe sur la table,-10.26053237915039,-13.771597862243652,-11.445327758789062,-9.082229614257812,-9.257040977478027,-7.713885307312012
les hommes descendent les escaliers de la maison et mettent la nappe sur la table,-9.65986442565918,-13.822148323059082,-12.711958885192871,-6.757780075073242,-5.702078342437744,-6.223123073577881
l'homme descend les escaliers de la maison et mettent la nappe sur la table,-12.685931205749512,-15.040999412536621,-10.668292045593262,-9.575308799743652,-7.680110454559326,-7.951581954956055
l'homme attend le repas chaud et arrive au lieu de rendez-vous,-8.673789978027344,-10.892478942871094,-6.604607105255127,-7.2779951095581055,-8.554718971252441,-6.856520652770996
les hommes attendent le repas chaud et arrive au lieu de rendez-vous,-8.87771987915039,-10.6017484664917,-8.35124397277832,-7.547234535217285,-8.228554725646973,-8.080808639526367
les hommes attendent le repas chaud et arrivent au lieu de rendez-vous,-8.648368835449219,-11.661328315734863,-8.46249771118164,-6.655383110046387,-8.222339630126953,-8.03226089477539
l'homme attend le repas chaud et arrivent au lieu de rendez-vous,-9.587096214294434,-11.58169174194336,-7.996405124664307,-9.685272216796875,-12.535101890563965,-10.455409049987793
l'homme attend le repas chaud et met la nappe sur la table,-10.530762672424316,-10.793353080749512,-8.475337982177734,-6.341733455657959,-6.336524486541748,-5.644123554229736
les hommes attendent le repas chaud et met la nappe sur la table,-9.042691230773926,-11.219791412353516,-9.349727630615234,-8.398138046264648,-8.030059814453125,-6.7982587814331055
les hommes attendent le repas chaud et mettent la nappe sur la table,-7.795774936676025,-11.450675964355469,-10.842057228088379,-5.913545608520508,-7.712002754211426,-6.058021068572998
l'homme attend le repas chaud et mettent la nappe sur la table,-10.730911254882812,-13.918907165527344,-10.932031631469727,-8.656715393066406,-11.43782901763916,-8.268470764160156
l'homme arrive au lieu de rendez-vous et met la nappe sur la table,-11.51119613647461,-13.779717445373535,-10.892265319824219,-6.338780403137207,-5.499982833862305,-6.144571304321289
les hommes arrivent au lieu de rendez-vous et met la nappe sur la table,-11.532096862792969,-13.659215927124023,-10.73863697052002,-8.573156356811523,-8.170802116394043,-7.462671756744385
les hommes arrivent au lieu de rendez-vous et mettent la nappe sur la table,-11.648149490356445,-14.318571090698242,-11.22372055053711,-6.642081260681152,-5.50909948348999,-4.964308261871338
l'homme arrive au lieu de rendez-vous et mettent la nappe sur la table,-12.232779502868652,-14.488314628601074,-11.468026161193848,-10.810070991516113,-8.77444076538086,-8.61491584777832
le pompier poursuit une nouvelle mission et grandit très rapidement,-12.577984809875488,-12.416106224060059,-13.89901351928711,-8.455167770385742,-9.470470428466797,-9.61832046508789
les pompiers poursuivent une nouvelle mission et grandit très rapidement,-13.748092651367188,-13.001384735107422,-12.736330032348633,-11.015979766845703,-10.797465324401855,-10.773758888244629
les pompiers poursuivent une nouvelle mission et grandissent très rapidement,-20.613797187805176,-18.47772216796875,-23.755051612854004,-9.653711318969727,-10.665210723876953,-9.186497688293457
le pompier poursuit une nouvelle mission et grandissent très rapidement,-21.40002155303955,-18.38093376159668,-24.276721954345703,-16.672847747802734,-13.870750427246094,-12.019280433654785
le pompier poursuit une nouvelle mission et apprend une nouvelle histoire,-13.719188690185547,-14.313789367675781,-14.089984893798828,-9.597295761108398,-7.684165954589844,-8.761112213134766
les pompiers poursuivent une nouvelle mission et apprend une nouvelle histoire,-12.859130859375,-13.486456871032715,-12.7117919921875,-12.147506713867188,-12.30594253540039,-12.256799697875977
les pompiers poursuivent une nouvelle mission et apprennent une nouvelle histoire,-14.749457359313965,-14.021293640136719,-14.369226455688477,-8.3005690574646,-10.613461017608643,-9.28294563293457
le pompier poursuit une nouvelle mission et apprennent une nouvelle histoire,-16.27420711517334,-14.99629020690918,-16.06143283843994,-13.23763656616211,-12.02987003326416,-12.625885009765625
le pompier poursuit une nouvelle mission et descend les escaliers de la maison,-8.753807067871094,-11.83118724822998,-12.126900672912598,-10.362934112548828,-9.152507781982422,-9.213366508483887
les pompiers poursuivent une nouvelle mission et descend les escaliers de la maison,-8.940919876098633,-12.171303749084473,-10.567628860473633,-8.695135116577148,-9.481039047241211,-8.43524169921875
les pompiers poursuivent une nouvelle mission et descendent les escaliers de la maison,-12.4925856590271,-14.937393188476562,-12.68559455871582,-8.806412696838379,-9.701135635375977,-8.522913932800293
le pompier poursuit une nouvelle mission et descendent les escaliers de la maison,-12.788081645965576,-15.26153564453125,-15.597184658050537,-17.766491889953613,-16.377684116363525,-16.861775398254395
le pompier poursuit une nouvelle mission et attend le repas chaud,-10.431939125061035,-11.52929401397705,-12.617180824279785,-10.04810619354248,-8.261870384216309,-8.439379692077637
les pompiers poursuivent une nouvelle mission et attend le repas chaud,-10.221809387207031,-12.729751586914062,-11.92830753326416,-9.803393363952637,-9.8502836227417,-9.190013885498047
les pompiers poursuivent une nouvelle mission et attendent le repas chaud,-15.486450672149658,-17.186148166656494,-12.664529800415039,-9.844704627990723,-9.909261703491211,-9.501073837280273
le pompier poursuit une nouvelle mission et attendent le repas chaud,-18.031217575073242,-17.782245635986328,-15.863652229309082,-17.097508430480957,-12.745919227600098,-15.65009593963623
le pompier poursuit une nouvelle mission et arrive au lieu de rendez-vous,-10.397708892822266,-12.779584884643555,-11.700797080993652,-6.991513729095459,-4.693837642669678,-7.024980545043945
les pompiers poursuivent une nouvelle mission et arrive au lieu de rendez-vous,-10.23752212524414,-12.873783111572266,-11.028059005737305,-8.3464994430542,-6.795377731323242,-8.432981491088867
les pompiers poursuivent une nouvelle mission et arrivent au lieu de rendez-vous,-11.804851531982422,-12.448352813720703,-10.005475997924805,-7.687082290649414,-5.508486270904541,-5.423417091369629
le pompier poursuit une nouvelle mission et arrivent au lieu de rendez-vous,-13.097668647766113,-12.72873592376709,-11.503756523132324,-11.862314224243164,-8.999556541442871,-8.317575454711914
le pompier poursuit une nouvelle mission et met la nappe sur la table,-10.337733268737793,-10.954882621765137,-11.248748779296875,-6.182620525360107,-5.215647220611572,-5.092639446258545
les pompiers poursuivent une nouvelle mission et met la nappe sur la table,-9.905266761779785,-10.543705940246582,-10.682613372802734,-8.366497039794922,-8.137081146240234,-7.346046447753906
les pompiers poursuivent une nouvelle mission et mettent la nappe sur la table,-9.91676139831543,-12.407739639282227,-12.649870872497559,-6.254965305328369,-5.715457916259766,-6.563956260681152
le pompier poursuit une nouvelle mission et mettent la nappe sur la table,-11.5447416305542,-14.668281555175781,-14.999871253967285,-10.519007682800293,-9.074596405029297,-8.970024108886719
le pompier grandit très rapidement et apprend une nouvelle histoire,-13.029773712158203,-14.38074779510498,-12.987104415893555,-10.362919807434082,-12.201510429382324,-7.945502758026123
les pompiers grandissent très rapidement et apprend une nouvelle histoire,-11.908027648925781,-15.053069114685059,-11.779839515686035,-12.107751846313477,-11.837442398071289,-11.151653289794922
les pompiers grandissent très rapidement et apprennent une nouvelle histoire,-13.173548698425293,-14.064596176147461,-12.321815490722656,-8.391433715820312,-8.582866668701172,-8.102735996246338
le pompier grandit très rapidement et apprennent une nouvelle histoire,-16.939468383789062,-14.975589752197266,-15.650154113769531,-13.558374404907227,-11.485692977905273,-12.667590141296387
le pompier grandit très rapidement et descend les escaliers de la maison,-9.397916793823242,-11.16871166229248,-10.056211471557617,-8.014848709106445,-8.72560977935791,-8.135072708129883
les pompiers grandissent très rapidement et descend les escaliers de la maison,-9.691622734069824,-12.915351867675781,-10.024876594543457,-7.643287181854248,-8.795268058776855,-8.26634693145752
les pompiers grandissent très rapidement et descendent les escaliers de la maison,-10.668511390686035,-14.769492149353027,-10.338666915893555,-7.747608661651611,-8.81090259552002,-8.567083358764648
le pompier grandit très rapidement et descendent les escaliers de la maison,-13.552995204925537,-16.702306270599365,-12.194766998291016,-13.299411296844482,-10.261125564575195,-13.74680471420288
le pompier grandit très rapidement et attend le repas chaud,-10.063077926635742,-10.429505348205566,-10.347389221191406,-8.64852237701416,-11.363018989562988,-8.396614074707031
les pompiers grandissent très rapidement et attend le repas chaud,-9.350440979003906,-12.189518928527832,-9.764936447143555,-8.557272911071777,-9.763378143310547,-8.330615997314453
les pompiers grandissent très rapidement et attendent le repas chaud,-11.078692436218262,-16.699656009674072,-9.855047225952148,-8.623574256896973,-9.77707290649414,-9.279548645019531
le pompier grandit très rapidement et attendent le repas chaud,-16.44405460357666,-17.65455722808838,-12.493375778198242,-15.170145511627197,-12.410585403442383,-14.494636058807373
le pompier grandit très rapidement et arrive au lieu de rendez-vous,-8.832938194274902,-11.415346145629883,-8.767038345336914,-5.704627990722656,-7.0586419105529785,-4.807702541351318
les pompiers grandissent très rapidement et arrive au lieu de rendez-vous,-8.672380447387695,-12.163260459899902,-8.781404495239258,-7.766406059265137,-8.086633682250977,-8.065855026245117
les pompiers grandissent très rapidement et arrivent au lieu de rendez-vous,-10.260825157165527,-11.789996147155762,-9.375958442687988,-6.897759914398193,-6.806551933288574,-6.258632659912109
le pompier grandit très rapidement et arrivent au lieu de rendez-vous,-11.256732940673828,-11.594964027404785,-10.178435325622559,-11.925225257873535,-12.02875804901123,-11.363183975219727
le pompier grandit très rapidement et met la nappe sur la table,-11.012458801269531,-11.325563430786133,-10.693336486816406,-7.4947404861450195,-9.300531387329102,-6.033947467803955
les pompiers grandissent très rapidement et met la nappe sur la table,-9.579545021057129,-12.877863883972168,-11.281620979309082,-9.184370994567871,-8.829045295715332,-9.32916259765625
les pompiers grandissent très rapidement et mettent la nappe sur la table,-10.839265823364258,-13.296175956726074,-12.057205200195312,-7.416926383972168,-6.718554973602295,-5.547746658325195
le pompier grandit très rapidement et mettent la nappe sur la table,-13.418731689453125,-14.456639289855957,-13.834938049316406,-12.181352615356445,-11.401715278625488,-9.971231460571289
le pompier apprend une nouvelle histoire et descend les escaliers de la maison,-10.973678588867188,-11.429819107055664,-12.094620704650879,-11.080337524414062,-8.288637161254883,-8.700201988220215
les pompiers apprennent une nouvelle histoire et descend les escaliers de la maison,-11.540468215942383,-12.283272743225098,-11.354142189025879,-9.698634147644043,-8.433526992797852,-8.24867057800293
les pompiers apprennent une nouvelle histoire et descendent les escaliers de la maison,-14.57050085067749,-14.131237983703613,-14.05574083328247,-9.941435813903809,-9.357537269592285,-9.062544822692871
le pompier apprend une nouvelle histoire et descendent les escaliers de la maison,-15.171120643615723,-15.333947658538818,-15.076676845550537,-18.01105546951294,-16.72081756591797,-16.669780254364014
le pompier apprend une nouvelle histoire et attend le repas chaud,-10.414342880249023,-12.311068534851074,-11.957033157348633,-10.035897254943848,-7.404685020446777,-8.36140251159668
les pompiers apprennent une nouvelle histoire et attend le repas chaud,-10.870816230773926,-12.70638370513916,-11.28658676147461,-11.345075607299805,-10.352411270141602,-10.932356834411621
les pompiers apprennent une nouvelle histoire et attendent le repas chaud,-15.5017728805542,-17.786612033843994,-15.393928527832031,-11.64189338684082,-10.608617782592773,-11.533117294311523
le pompier apprend une nouvelle histoire et attendent le repas chaud,-17.883323192596436,-19.38411808013916,-17.419190883636475,-17.831573963165283,-13.653046131134033,-15.907215595245361
le pompier apprend une nouvelle histoire et arrive au lieu de rendez-vous,-10.236346244812012,-12.36253547668457,-9.876543045043945,-8.39927864074707,-7.518732070922852,-8.301141738891602
les pompiers apprennent une nouvelle histoire et arrive au lieu de rendez-vous,-11.185248374938965,-12.469482421875,-11.442877769470215,-11.99586296081543,-11.260735511779785,-11.452491760253906
les pompiers apprennent une nouvelle histoire et arrivent au lieu de rendez-vous,-12.69590950012207,-12.68718433380127,-11.034905433654785,-11.577099800109863,-9.980358123779297,-9.013494491577148
le pompier apprend une nouvelle histoire et arrivent au lieu de rendez-vous,-13.506792068481445,-13.363056182861328,-12.351510047912598,-13.064393043518066,-10.80870532989502,-10.613218307495117
le pompier apprend une nouvelle histoire et met la nappe sur la table,-11.144059181213379,-11.893423080444336,-11.41203498840332,-6.900641918182373,-6.181378364562988,-6.107724189758301
les pompiers apprennent une nouvelle histoire et met la nappe sur la table,-12.93018913269043,-12.446313858032227,-12.278803825378418,-9.895776748657227,-9.598462104797363,-9.479937553405762
les pompiers apprennent une nouvelle histoire et mettent la nappe sur la table,-12.687847137451172,-13.019818305969238,-12.796710968017578,-9.61827278137207,-9.1632080078125,-9.340662002563477
le pompier apprend une nouvelle histoire et mettent la nappe sur la table,-13.281625747680664,-15.085371017456055,-15.21747875213623,-11.231961250305176,-9.638908386230469,-10.308279991149902
le pompier descend les escaliers de la maison et attend le repas chaud,-9.403916358947754,-11.598309516906738,-10.294675827026367,-9.685606956481934,-8.766314506530762,-9.053081512451172
les pompiers descendent les escaliers de la maison et attend le repas chaud,-9.247512817382812,-12.35239028930664,-9.915740013122559,-8.859933853149414,-9.32020378112793,-8.896522521972656
les pompiers descendent les escaliers de la maison et attendent le repas chaud,-12.129828453063965,-17.694310188293457,-10.34113883972168,-8.881937026977539,-9.342462539672852,-9.513592720031738
le pompier descend les escaliers de la maison et attendent le repas chaud,-12.925549030303955,-18.73341655731201,-11.680027961730957,-13.965649604797363,-11.877768516540527,-15.801676273345947
le pompier descend les escaliers de la maison et arrive au lieu de rendez-vous,-9.970893859863281,-12.207843780517578,-11.641853332519531,-8.226869583129883,-6.917631149291992,-6.573992729187012
les pompiers descendent les escaliers de la maison et arrive au lieu de rendez-vous,-10.615348815917969,-13.229557991027832,-11.980918884277344,-8.52539348602295,-8.18900203704834,-8.066884994506836
les pompiers descendent les escaliers de la maison et arrivent au lieu de rendez-vous,-11.252989768981934,-13.327677726745605,-9.435809135437012,-7.535318851470947,-5.945995807647705,-6.972804069519043
le pompier descend les escaliers de la maison et arrivent au lieu de rendez-vous,-12.423201560974121,-12.93186092376709,-10.28221321105957,-10.929003715515137,-7.763033390045166,-9.20219898223877
le pompier descend les escaliers de la maison et met la nappe sur la table,-10.00434684753418,-11.975675582885742,-11.760491371154785,-7.631435871124268,-7.60551118850708,-6.344598770141602
les pompiers descendent les escaliers de la maison et met la nappe sur la table,-10.482312202453613,-13.204305648803711,-11.85213851928711,-9.002946853637695,-9.460855484008789,-7.884777069091797
les pompiers descendent les escaliers de la maison et mettent la nappe sur la table,-10.796290397644043,-14.116288185119629,-11.750760078430176,-7.107856273651123,-5.914696216583252,-6.369993209838867
le pompier descend les escaliers de la maison et mettent la nappe sur la table,-11.96989917755127,-14.843152046203613,-13.272772789001465,-10.059368133544922,-8.305282592773438,-8.514692306518555
le pompier attend le repas chaud et arrive au lieu de rendez-vous,-7.976631164550781,-11.06568717956543,-8.158116340637207,-6.604527473449707,-6.771105766296387,-7.617634296417236
les pompiers attendent le repas chaud et arrive au lieu de rendez-vous,-7.967641353607178,-11.795559883117676,-8.119346618652344,-7.75837516784668,-7.961370468139648,-8.590963363647461
les pompiers attendent le repas chaud et arrivent au lieu de rendez-vous,-8.737855911254883,-12.204939842224121,-6.920645713806152,-7.450894355773926,-8.190069198608398,-8.06080436706543
le pompier attend le repas chaud et arrivent au lieu de rendez-vous,-10.447760581970215,-11.685404777526855,-9.466506958007812,-9.52615737915039,-12.640563011169434,-11.231283187866211
le pompier attend le repas chaud et met la nappe sur la table,-8.988405227661133,-10.570490837097168,-10.17431926727295,-6.490845203399658,-6.497535705566406,-6.817221641540527
les pompiers attendent le repas chaud et met la nappe sur la table,-9.400343894958496,-11.592180252075195,-9.983320236206055,-8.312870979309082,-8.564289093017578,-7.3021440505981445
les pompiers attendent le repas chaud et mettent la nappe sur la table,-8.792963027954102,-12.586633682250977,-9.616230010986328,-6.3414306640625,-7.743264198303223,-6.004097938537598
