sentence,de_childes_best_clm_42,de_childes_best_clm_30,de_childes_best_clm_13,de_wikipedia_best_clm_42,de_wikipedia_best_clm_30,de_wikipedia_best_clm_13,de_childes_convergence_clm_42,de_childes_convergence_clm_30,de_childes_convergence_clm_13,de_wikipedia_convergence_clm_42,de_wikipedia_convergence_clm_30,de_wikipedia_convergence_clm_13,de_childes_best_mlm_42,de_childes_best_mlm_30,de_childes_best_mlm_13,de_wikipedia_best_mlm_42,de_wikipedia_best_mlm_30,de_wikipedia_best_mlm_13
der polizist schreibt jeden tag in seinem journal und sieht gern fernsehprogramme,-94.27426147460938,-85.26728820800781,-86.93977355957031,-73.52845764160156,-83.51082611083984,-76.27596282958984,-96.024169921875,-74.37387084960938,-81.94720458984375,-70.7547378540039,-81.60445404052734,-74.98727416992188,-100.40718078613281,-98.9593734741211,-104.70506286621094,-84.53327941894531,-83.50492858886719,-82.73733520507812
der polizist schreibt jeden tag in seinem journal und sehen gern fernsehprogramme,-102.66265869140625,-90.41730499267578,-91.798828125,-78.73186492919922,-85.40629577636719,-80.1959457397461,-104.51079559326172,-78.86370086669922,-86.22022247314453,-74.65359497070312,-85.6032943725586,-79.43375396728516,-101.95417022705078,-96.04779815673828,-106.05533599853516,-90.39786529541016,-89.40101623535156,-85.9115982055664
der polizist schreibt jeden tag in seinem journal und ist zwanzig jahre alt,-79.98845672607422,-79.20307159423828,-77.21744537353516,-62.773651123046875,-65.6171875,-63.25099563598633,-82.80915069580078,-74.59696960449219,-78.29581451416016,-62.24282455444336,-66.08454895019531,-62.527408599853516,-68.04059600830078,-66.5575942993164,-68.17684173583984,-61.452449798583984,-64.17587280273438,-60.80451583862305
der polizist schreibt jeden tag in seinem journal und sind zwanzig jahre alt,-82.3936996459961,-82.59577941894531,-81.26918029785156,-67.26255798339844,-71.56534576416016,-66.01762390136719,-83.26216888427734,-81.27034759521484,-84.23157501220703,-66.82369232177734,-72.47339630126953,-66.23974609375,-67.68276977539062,-64.3602066040039,-65.4936752319336,-62.84291076660156,-65.48995208740234,-63.439971923828125
der polizist schreibt jeden tag in seinem journal und mag lieber tennis mit seinen kollegen spielen,-108.03765869140625,-101.52827453613281,-106.19898223876953,-110.63612365722656,-112.06980895996094,-108.7110366821289,-112.67994689941406,-102.85686492919922,-109.45315551757812,-112.5535659790039,-116.2817611694336,-112.91382598876953,-118.69526672363281,-112.91345977783203,-120.5528793334961,-103.3105239868164,-101.31637573242188,-102.23532104492188
der polizist schreibt jeden tag in seinem journal und mögen lieber tennis mit seinen kollegen spielen,-112.37610626220703,-106.66128540039062,-110.1562728881836,-112.11949157714844,-112.58834838867188,-106.47577667236328,-120.69190216064453,-105.98748016357422,-110.79862976074219,-112.61376953125,-114.05265045166016,-107.0419921875,-123.40790557861328,-114.93879699707031,-125.17151641845703,-104.8523178100586,-101.71209716796875,-103.71369934082031
der polizist schreibt jeden tag in seinem journal und schreibt jeden tag in seinem journal,-91.900390625,-88.54243469238281,-96.20977020263672,-77.663330078125,-81.8646240234375,-78.33060455322266,-93.1741943359375,-84.94158935546875,-86.24310302734375,-76.21855926513672,-81.75709533691406,-80.7734603881836,-42.326820373535156,-30.96943473815918,-46.576690673828125,-63.755714416503906,-61.611576080322266,-62.26992416381836
der polizist schreibt jeden tag in seinem journal und schreiben jeden tag in seinem journal,-99.04930114746094,-94.78203582763672,-98.36175537109375,-81.49740600585938,-82.49158477783203,-80.18115234375,-103.0154800415039,-94.66692352294922,-87.2767562866211,-80.49034118652344,-84.69184875488281,-84.25515747070312,-50.933074951171875,-39.539459228515625,-54.75895309448242,-66.48751831054688,-61.08668899536133,-64.57284545898438
der pilot schreibt jeden tag in seinem journal und spricht viele verschiedene sprachen,-99.511962890625,-95.68355560302734,-101.60685729980469,-82.11644744873047,-85.69752502441406,-86.41825103759766,-104.01461791992188,-93.3759765625,-104.95484161376953,-81.30857849121094,-90.498046875,-87.48780059814453,-102.33504486083984,-102.65693664550781,-100.9722900390625,-70.16224670410156,-72.50975799560547,-72.23069763183594
der pilot schreibt jeden tag in seinem journal und sprechen viele verschiedene sprachen,-105.48806762695312,-99.29341888427734,-102.58330535888672,-82.37397003173828,-79.17292785644531,-82.58919525146484,-112.11347961425781,-103.01776885986328,-102.32040405273438,-81.06916809082031,-83.35401153564453,-84.9432601928711,-100.79339599609375,-96.67877197265625,-96.55957794189453,-65.90898132324219,-66.7374038696289,-62.598270416259766
der pilot schreibt jeden tag in seinem journal und sieht gern fernsehprogramme,-95.46003723144531,-87.11131286621094,-88.59490203857422,-79.56369018554688,-85.42155456542969,-79.64112854003906,-97.5734634399414,-77.48571014404297,-83.23457336425781,-75.84449768066406,-86.52752685546875,-80.67668914794922,-102.46341705322266,-102.22651672363281,-109.94552612304688,-79.91845703125,-80.92665100097656,-78.40222930908203
der pilot schreibt jeden tag in seinem journal und sehen gern fernsehprogramme,-103.44965362548828,-91.30914306640625,-93.18612670898438,-84.51152038574219,-86.72223663330078,-84.33767700195312,-107.0978012084961,-81.81446075439453,-84.46148681640625,-80.14672088623047,-90.01443481445312,-85.29078674316406,-102.78244018554688,-98.71328735351562,-110.56596374511719,-85.61750793457031,-87.0596923828125,-80.46883392333984
der pilot schreibt jeden tag in seinem journal und ist zwanzig jahre alt,-81.32440185546875,-81.85431671142578,-79.14469909667969,-69.58566284179688,-67.40785217285156,-68.45899963378906,-86.93650817871094,-78.80777740478516,-80.86705017089844,-68.16724395751953,-70.60850524902344,-70.32523345947266,-68.66837310791016,-69.49293518066406,-70.62078094482422,-59.075130462646484,-62.03020095825195,-59.01774597167969
der pilot schreibt jeden tag in seinem journal und sind zwanzig jahre alt,-83.67327880859375,-85.3000717163086,-83.64913940429688,-75.16278839111328,-73.16661071777344,-71.44324493408203,-88.04315948486328,-85.67434692382812,-86.35030364990234,-73.82022094726562,-77.30440521240234,-74.01811218261719,-68.01166534423828,-67.74238586425781,-67.5080337524414,-60.27341842651367,-63.36684036254883,-61.75456619262695
der pilot schreibt jeden tag in seinem journal und mag lieber tennis mit seinen kollegen spielen,-107.39572143554688,-100.75996398925781,-104.342041015625,-117.60330963134766,-114.5810546875,-114.32754516601562,-112.65790557861328,-103.07621765136719,-104.86378479003906,-118.99723815917969,-120.46785736083984,-121.38948059082031,-118.12055969238281,-114.55824279785156,-122.83667755126953,-100.41039276123047,-99.3833236694336,-99.26192474365234
der pilot schreibt jeden tag in seinem journal und mögen lieber tennis mit seinen kollegen spielen,-111.17639923095703,-105.17281341552734,-109.2303695678711,-119.25531005859375,-114.87596130371094,-110.87012481689453,-118.77114868164062,-105.47220611572266,-107.75352478027344,-118.85115814208984,-119.02654266357422,-113.98153686523438,-122.67799377441406,-116.09466552734375,-128.14100646972656,-102.3892593383789,-100.38011169433594,-101.0621566772461
der pilot schreibt jeden tag in seinem journal und schreibt jeden tag in seinem journal,-93.35871887207031,-91.62857055664062,-97.62600708007812,-83.8623046875,-85.02135467529297,-82.75816345214844,-96.32398223876953,-88.30810546875,-89.61559295654297,-80.63903045654297,-88.17269897460938,-88.1981201171875,-38.22651672363281,-32.464759826660156,-50.28485107421875,-59.6671142578125,-60.818443298339844,-59.23587417602539
der pilot schreibt jeden tag in seinem journal und schreiben jeden tag in seinem journal,-100.67341613769531,-97.87541198730469,-100.96501159667969,-87.3202896118164,-85.342041015625,-84.18983459472656,-106.07621002197266,-98.81925964355469,-91.00086975097656,-85.28245544433594,-90.44297790527344,-89.93540954589844,-47.25177764892578,-40.349754333496094,-58.754329681396484,-62.37913131713867,-59.95084762573242,-60.829410552978516
der berater schreibt jeden tag in seinem journal und spricht viele verschiedene sprachen,-115.68775177001953,-108.69901275634766,-121.86630249023438,-86.54122924804688,-89.78250885009766,-90.2106704711914,-124.0523452758789,-111.00370025634766,-124.70702362060547,-86.00444030761719,-92.93785858154297,-91.0303955078125,-114.77757263183594,-113.3484878540039,-111.06871795654297,-69.53556060791016,-70.72621154785156,-73.38883972167969
der berater schreibt jeden tag in seinem journal und sprechen viele verschiedene sprachen,-119.4810562133789,-112.73518371582031,-123.17489624023438,-85.33157348632812,-82.4543228149414,-85.64844512939453,-129.40707397460938,-120.55651092529297,-122.85153198242188,-84.62702941894531,-85.02664184570312,-87.9111328125,-112.97347259521484,-106.86653137207031,-106.50226593017578,-65.17719268798828,-64.86148071289062,-64.35884094238281
der berater schreibt jeden tag in seinem journal und sieht gern fernsehprogramme,-111.47501373291016,-101.59818267822266,-109.10074615478516,-83.55529022216797,-91.6197738647461,-84.15473937988281,-117.65096282958984,-94.374267578125,-107.73552703857422,-79.05384826660156,-91.14612579345703,-85.707763671875,-116.48126220703125,-117.69625091552734,-117.75720977783203,-80.65067291259766,-81.0604019165039,-81.15052032470703
der berater schreibt jeden tag in seinem journal und sehen gern fernsehprogramme,-118.27648162841797,-106.62515258789062,-113.76966857910156,-89.78250122070312,-92.9908218383789,-88.02790832519531,-124.87379455566406,-99.07683563232422,-109.92707061767578,-84.50393676757812,-94.55821990966797,-89.01498413085938,-119.20027923583984,-114.77448272705078,-117.76226806640625,-86.47300720214844,-87.22151184082031,-83.70796203613281
der berater schreibt jeden tag in seinem journal und ist zwanzig jahre alt,-95.64617156982422,-95.21709442138672,-98.66595458984375,-72.67366027832031,-72.72499084472656,-72.5489273071289,-100.53680419921875,-94.15254211425781,-103.31913757324219,-71.11328887939453,-74.59408569335938,-74.38328552246094,-82.79316711425781,-82.77482604980469,-80.00850677490234,-59.62085723876953,-61.223243713378906,-60.10239028930664
der berater schreibt jeden tag in seinem journal und sind zwanzig jahre alt,-98.09900665283203,-98.32659149169922,-103.56398010253906,-76.83839416503906,-78.49225616455078,-74.48704528808594,-102.83932495117188,-99.70516967773438,-107.15641784667969,-75.43585968017578,-80.1990966796875,-76.85633850097656,-82.62843322753906,-81.70137786865234,-76.81066131591797,-60.569034576416016,-62.397335052490234,-63.038570404052734
der berater schreibt jeden tag in seinem journal und mag lieber tennis mit seinen kollegen spielen,-122.8812026977539,-116.7481918334961,-127.16197204589844,-120.32569885253906,-119.48188018798828,-118.16067504882812,-130.2255096435547,-120.2492446899414,-130.74778747558594,-120.92474365234375,-124.8521728515625,-125.902587890625,-134.2353057861328,-130.54107666015625,-140.45387268066406,-100.96435546875,-99.30552673339844,-100.54464721679688
der berater schreibt jeden tag in seinem journal und mögen lieber tennis mit seinen kollegen spielen,-128.13507080078125,-122.77034759521484,-131.97186279296875,-121.0147933959961,-119.08307647705078,-115.25875854492188,-139.82846069335938,-126.18743133544922,-131.4572296142578,-120.44413757324219,-122.14302825927734,-118.06494140625,-139.58863830566406,-132.34600830078125,-143.58912658691406,-103.06105041503906,-100.21156311035156,-102.55824279785156
der berater schreibt jeden tag in seinem journal und schreibt jeden tag in seinem journal,-108.25032043457031,-103.99432373046875,-118.90998077392578,-87.0827407836914,-89.78459167480469,-88.12493133544922,-111.61934661865234,-106.46410369873047,-112.091552734375,-84.18009948730469,-90.95417785644531,-92.82435607910156,-55.07111358642578,-46.273353576660156,-62.31785202026367,-60.501129150390625,-59.739707946777344,-61.63764190673828
der berater schreibt jeden tag in seinem journal und schreiben jeden tag in seinem journal,-114.83284759521484,-109.66853332519531,-120.87007141113281,-90.2647705078125,-89.65364837646484,-89.36589050292969,-119.59165954589844,-115.45172882080078,-110.02774810791016,-87.45262145996094,-92.0131607055664,-94.75416564941406,-62.62428283691406,-54.014373779296875,-69.33545684814453,-62.96882629394531,-59.06184005737305,-63.632415771484375
die schriftsteller sprechen viele verschiedene sprachen und sprechen viele verschiedene sprachen,-74.86559295654297,-70.98136138916016,-84.53972625732422,-64.03369140625,-58.06757736206055,-65.66424560546875,-78.56011199951172,-75.80094146728516,-89.57891845703125,-65.40880584716797,-59.816253662109375,-62.705631256103516,-72.28005981445312,-55.623924255371094,-61.3228759765625,-56.148223876953125,-59.02456283569336,-53.24992752075195
die schriftsteller sprechen viele verschiedene sprachen und spricht viele verschiedene sprachen,-78.36285400390625,-74.81920623779297,-88.75736236572266,-70.87736511230469,-66.15779876708984,-69.89871978759766,-82.24109649658203,-75.6872787475586,-96.015625,-73.00442504882812,-68.95427703857422,-68.74339294433594,-77.64924621582031,-61.42686462402344,-67.1084213256836,-63.265750885009766,-68.62580108642578,-68.21544647216797
die schriftsteller sprechen viele verschiedene sprachen und sehen gern fernsehprogramme,-83.81426239013672,-74.33985900878906,-85.6529541015625,-67.80522918701172,-66.77001953125,-76.09896087646484,-82.28143310546875,-71.24586486816406,-82.26182556152344,-68.13734436035156,-66.35813903808594,-74.34098052978516,-106.90821838378906,-92.24356079101562,-102.33675384521484,-81.61524200439453,-90.66424560546875,-79.64136505126953
die schriftsteller sprechen viele verschiedene sprachen und sieht gern fernsehprogramme,-84.28052520751953,-77.1396713256836,-84.64750671386719,-71.44522094726562,-71.72836303710938,-73.75419616699219,-86.17573547363281,-75.70166778564453,-82.76034545898438,-72.59222412109375,-71.59872436523438,-73.23968505859375,-109.36809539794922,-94.33624267578125,-105.28439331054688,-77.61862182617188,-81.60857391357422,-79.36982727050781
die schriftsteller sprechen viele verschiedene sprachen und sind zwanzig jahre alt,-68.52320861816406,-63.76971435546875,-73.2156753540039,-61.078590393066406,-56.686119079589844,-62.1013069152832,-73.50752258300781,-66.60200500488281,-83.34614562988281,-64.00010681152344,-57.46366882324219,-61.45473861694336,-72.33444213867188,-61.31257629394531,-63.333770751953125,-48.76203155517578,-56.46532440185547,-54.40318298339844
die schriftsteller sprechen viele verschiedene sprachen und ist zwanzig jahre alt,-69.44142150878906,-66.2800521850586,-73.90196228027344,-65.23027801513672,-59.996925354003906,-65.71293640136719,-74.29998779296875,-71.31620788574219,-84.55425262451172,-68.31643676757812,-62.079158782958984,-66.11943054199219,-74.59900665283203,-64.16001892089844,-66.61564636230469,-51.552345275878906,-59.774139404296875,-57.95375442504883
die schriftsteller sprechen viele verschiedene sprachen und mögen lieber tennis mit seinen kollegen spielen,-97.62925720214844,-91.35421752929688,-102.66073608398438,-112.7362060546875,-103.89590454101562,-108.18391418457031,-104.48876953125,-99.35411071777344,-105.21844482421875,-116.35752868652344,-107.89068603515625,-108.442138671875,-133.0888671875,-118.77232360839844,-123.65412902832031,-96.00926208496094,-101.88742065429688,-99.96694946289062
die schriftsteller sprechen viele verschiedene sprachen und mag lieber tennis mit seinen kollegen spielen,-103.054931640625,-91.86038208007812,-102.81135559082031,-117.40971374511719,-107.82431030273438,-114.8536376953125,-111.35157775878906,-99.06983184814453,-112.3456039428711,-125.0636215209961,-114.16765594482422,-117.48956298828125,-128.1351318359375,-114.64978790283203,-118.52134704589844,-97.49274444580078,-104.70730590820312,-101.3535385131836
die schriftsteller sprechen viele verschiedene sprachen und schreiben jeden tag in seinem journal,-105.90426635742188,-97.48802947998047,-110.33350372314453,-84.30562591552734,-80.55528259277344,-85.89912414550781,-110.48099517822266,-101.19921112060547,-109.65897369384766,-86.82589721679688,-82.98072052001953,-88.06353759765625,-114.4229736328125,-107.72201538085938,-103.31851196289062,-64.62014770507812,-65.6321792602539,-62.80155944824219
die schriftsteller sprechen viele verschiedene sprachen und schreibt jeden tag in seinem journal,-108.75762939453125,-100.42617797851562,-115.54989624023438,-84.37844848632812,-83.067138671875,-82.64232635498047,-111.74620819091797,-101.59347534179688,-117.39967346191406,-86.97418212890625,-84.50377655029297,-82.0467758178711,-113.84623718261719,-104.83247375488281,-102.97857666015625,-61.485267639160156,-65.36396026611328,-62.91214370727539
die direktoren sprechen viele verschiedene sprachen und sprechen viele verschiedene sprachen,-85.5394058227539,-78.63148498535156,-89.23384857177734,-62.6258430480957,-64.14543151855469,-68.37937927246094,-90.25335693359375,-91.0145263671875,-97.00881958007812,-63.68157196044922,-66.39376068115234,-63.203487396240234,-81.34432983398438,-71.99993896484375,-76.22970581054688,-58.17501449584961,-63.51727294921875,-55.498695373535156
die direktoren sprechen viele verschiedene sprachen und spricht viele verschiedene sprachen,-88.62602996826172,-82.42662048339844,-94.50515747070312,-69.16740417480469,-71.41517639160156,-72.3918685913086,-92.9011001586914,-92.7034912109375,-104.14547729492188,-70.7490005493164,-74.62432098388672,-68.92695617675781,-86.47566223144531,-76.73060607910156,-81.30139923095703,-66.15494537353516,-73.43911743164062,-70.82095336914062
die direktoren sprechen viele verschiedene sprachen und sehen gern fernsehprogramme,-92.59458923339844,-81.27273559570312,-93.60546875,-71.31671142578125,-77.66248321533203,-82.37705993652344,-92.21257019042969,-90.52400970458984,-96.10750579833984,-73.05298614501953,-79.182861328125,-80.2919921875,-112.21035766601562,-104.95930480957031,-113.69121551513672,-83.54505920410156,-93.88141632080078,-84.16523742675781
die direktoren sprechen viele verschiedene sprachen und sieht gern fernsehprogramme,-94.89104461669922,-83.87068939208984,-93.3060302734375,-74.59300231933594,-81.44532012939453,-79.87037658691406,-98.71336364746094,-95.21410369873047,-98.00395965576172,-78.09176635742188,-82.94485473632812,-77.14871978759766,-113.70480346679688,-106.92862701416016,-115.92251586914062,-79.6893539428711,-85.20235443115234,-83.01229858398438
die direktoren sprechen viele verschiedene sprachen und sind zwanzig jahre alt,-79.92415618896484,-73.16209411621094,-80.5767822265625,-64.532958984375,-63.99587631225586,-66.50161743164062,-86.219970703125,-84.04158020019531,-94.67913818359375,-67.85308837890625,-65.99455261230469,-63.30201721191406,-83.19811248779297,-75.738037109375,-76.75916290283203,-52.577857971191406,-61.39939498901367,-58.24113845825195
die direktoren sprechen viele verschiedene sprachen und ist zwanzig jahre alt,-82.07074737548828,-75.82098388671875,-81.52803039550781,-68.48922729492188,-67.76092529296875,-71.18602752685547,-87.44256591796875,-90.26912689208984,-97.45101928710938,-72.29225158691406,-71.58494567871094,-68.78208923339844,-85.83637237548828,-79.00434112548828,-80.0213851928711,-55.70893096923828,-65.06676483154297,-62.2975959777832
die direktoren sprechen viele verschiedene sprachen und mögen lieber tennis mit seinen kollegen spielen,-106.08126068115234,-102.6213607788086,-107.47447204589844,-121.12300109863281,-115.28753662109375,-116.90489196777344,-113.99064636230469,-116.39875030517578,-112.55824279785156,-125.50243377685547,-121.33988189697266,-115.2273178100586,-140.03475952148438,-129.61724853515625,-139.08883666992188,-102.26705932617188,-108.65861511230469,-105.51033782958984
die direktoren sprechen viele verschiedene sprachen und mag lieber tennis mit seinen kollegen spielen,-112.38008117675781,-103.42137908935547,-108.2960205078125,-123.56898498535156,-120.69052124023438,-123.3973617553711,-121.31243133544922,-116.087646484375,-121.30648803710938,-132.16806030273438,-130.44259643554688,-124.34272766113281,-136.58535766601562,-126.48434448242188,-134.3307647705078,-101.45338439941406,-111.00507354736328,-105.47352600097656
die direktoren sprechen viele verschiedene sprachen und schreiben jeden tag in seinem journal,-118.90565490722656,-109.44502258300781,-119.61923217773438,-87.11085510253906,-88.29471588134766,-93.63655090332031,-121.55123901367188,-122.36979675292969,-124.79985046386719,-89.82733154296875,-90.95332336425781,-94.28514862060547,-129.62905883789062,-122.7172622680664,-122.01141357421875,-67.46250915527344,-69.56427001953125,-65.70315551757812
die direktoren sprechen viele verschiedene sprachen und schreibt jeden tag in seinem journal,-122.7842025756836,-111.73184204101562,-126.26795196533203,-87.1613540649414,-89.60431671142578,-90.24970245361328,-124.78143310546875,-121.52119445800781,-133.36167907714844,-89.38099670410156,-91.52252960205078,-88.15934753417969,-128.41476440429688,-119.82971954345703,-121.0210952758789,-64.57855224609375,-70.40583801269531,-66.55467987060547
die bauern sprechen viele verschiedene sprachen und sprechen viele verschiedene sprachen,-73.71315002441406,-67.66645050048828,-83.22935485839844,-64.16664123535156,-61.950897216796875,-70.81900787353516,-77.45011901855469,-70.31050872802734,-94.64588165283203,-65.5763931274414,-63.86122131347656,-67.94873809814453,-63.484153747558594,-47.59907150268555,-50.558467864990234,-53.69912338256836,-58.97599411010742,-49.69952392578125
die bauern sprechen viele verschiedene sprachen und spricht viele verschiedene sprachen,-76.34982299804688,-71.63554382324219,-86.81013488769531,-70.84562683105469,-68.76506042480469,-74.77052307128906,-79.89340209960938,-72.29856872558594,-99.72100830078125,-72.858642578125,-70.8666763305664,-73.44854736328125,-65.54483795166016,-52.80270767211914,-55.253726959228516,-61.71043395996094,-68.40540313720703,-65.56132507324219
die bauern sprechen viele verschiedene sprachen und sehen gern fernsehprogramme,-86.60978698730469,-75.45770263671875,-85.84290313720703,-69.88631439208984,-74.92403411865234,-82.23460388183594,-87.18164825439453,-75.45333862304688,-87.75536346435547,-71.45095825195312,-77.24678802490234,-81.07742309570312,-96.60314178466797,-82.75321960449219,-89.52802276611328,-80.8327407836914,-90.901123046875,-77.76568603515625
die bauern sprechen viele verschiedene sprachen und sieht gern fernsehprogramme,-88.67188262939453,-78.07528686523438,-85.4853744506836,-74.2997055053711,-80.68207550048828,-81.64232635498047,-93.49263763427734,-77.19486999511719,-87.45646667480469,-77.15486145019531,-83.20893859863281,-80.14302062988281,-99.29115295410156,-84.92523956298828,-92.91722106933594,-76.52716064453125,-81.65570831298828,-77.57168579101562
die bauern sprechen viele verschiedene sprachen und sind zwanzig jahre alt,-69.63306427001953,-64.20277404785156,-72.24429321289062,-61.73557662963867,-60.83031463623047,-66.02069091796875,-75.6236572265625,-67.22575378417969,-86.66878509521484,-64.8858642578125,-62.890480041503906,-65.2823486328125,-63.45799255371094,-49.50655746459961,-50.208518981933594,-46.50456619262695,-56.837799072265625,-52.30604553222656
die bauern sprechen viele verschiedene sprachen und ist zwanzig jahre alt,-70.53546905517578,-66.75116729736328,-72.83375549316406,-67.27669525146484,-65.21026611328125,-71.37256622314453,-75.39649200439453,-72.6268310546875,-88.69803619384766,-71.27971649169922,-68.16816711425781,-71.5177230834961,-66.12065124511719,-53.545562744140625,-53.91643524169922,-49.695369720458984,-60.30047607421875,-56.186344146728516
die bauern sprechen viele verschiedene sprachen und mögen lieber tennis mit seinen kollegen spielen,-98.05308532714844,-87.36360931396484,-96.68630981445312,-121.29216003417969,-111.34138488769531,-115.72674560546875,-106.12516784667969,-94.94625091552734,-105.78987884521484,-126.28189849853516,-116.60197448730469,-115.50709533691406,-111.84188842773438,-100.27413940429688,-107.31141662597656,-95.19385528564453,-100.9306640625,-98.15385437011719
die bauern sprechen viele verschiedene sprachen und mag lieber tennis mit seinen kollegen spielen,-102.39421844482422,-87.63656616210938,-96.9136962890625,-124.40670776367188,-115.05055236816406,-121.5150375366211,-111.4468994140625,-95.62583923339844,-112.3919677734375,-132.70660400390625,-124.05374145507812,-122.8940658569336,-108.05217742919922,-97.41216278076172,-102.11705017089844,-96.38522338867188,-105.334228515625,-99.85977935791016
die bauern sprechen viele verschiedene sprachen und schreiben jeden tag in seinem journal,-106.82051849365234,-99.7762451171875,-110.38871765136719,-88.4804458618164,-88.84010314941406,-94.96561431884766,-109.83708953857422,-103.73274993896484,-114.87713623046875,-92.10762786865234,-93.65682220458984,-96.44942474365234,-100.39128112792969,-96.47657775878906,-93.68582153320312,-64.08941650390625,-66.21881866455078,-59.72756576538086
die bauern sprechen viele verschiedene sprachen und schreibt jeden tag in seinem journal,-110.13116455078125,-101.79261779785156,-116.85608673095703,-89.71862030029297,-89.91393280029297,-92.4338607788086,-112.43905639648438,-103.29779052734375,-124.01309967041016,-92.13434600830078,-92.54449462890625,-91.52102661132812,-99.50640869140625,-93.96161651611328,-94.5429916381836,-60.79783248901367,-65.94456481933594,-60.45252990722656
die chirurgen sprechen viele verschiedene sprachen und sprechen viele verschiedene sprachen,-88.77059936523438,-82.9871597290039,-92.67842864990234,-52.977664947509766,-56.77104568481445,-66.60591125488281,-92.1305160522461,-95.10757446289062,-108.29442596435547,-54.39359664916992,-58.96984100341797,-63.14021682739258,-76.60325622558594,-68.35629272460938,-72.06073760986328,-62.97428894042969,-64.97014617919922,-59.368587493896484
die chirurgen sprechen viele verschiedene sprachen und spricht viele verschiedene sprachen,-91.73666381835938,-87.33451080322266,-97.5876693725586,-58.846073150634766,-62.03995895385742,-69.11895751953125,-94.5372314453125,-96.31636810302734,-115.76676177978516,-61.04518508911133,-65.29114532470703,-67.17156219482422,-81.68701171875,-74.19100189208984,-76.20684814453125,-70.33776092529297,-74.69046783447266,-74.5451431274414
die chirurgen sprechen viele verschiedene sprachen und sehen gern fernsehprogramme,-94.17893981933594,-86.37330627441406,-94.64315795898438,-61.0642204284668,-67.78897094726562,-78.45722961425781,-95.37830352783203,-96.27792358398438,-105.74114990234375,-61.610164642333984,-68.45799255371094,-76.47317504882812,-112.23153686523438,-104.00511169433594,-113.12214660644531,-92.3834228515625,-97.60391235351562,-89.41175079345703
die chirurgen sprechen viele verschiedene sprachen und sieht gern fernsehprogramme,-97.04891204833984,-89.35155487060547,-94.86231994628906,-63.727752685546875,-71.2907485961914,-74.2230453491211,-101.68060302734375,-98.53561401367188,-105.14038848876953,-65.22579956054688,-72.31061553955078,-73.33654022216797,-112.91343688964844,-106.47032165527344,-115.37384033203125,-87.05421447753906,-89.05891418457031,-88.1904067993164
die chirurgen sprechen viele verschiedene sprachen und sind zwanzig jahre alt,-81.9002685546875,-77.26792907714844,-81.3958511352539,-54.2078857421875,-55.98471450805664,-60.758750915527344,-87.72481536865234,-86.77297973632812,-101.79153442382812,-58.2291145324707,-57.29998016357422,-59.064754486083984,-77.73878479003906,-71.8984603881836,-72.42720794677734,-56.14407730102539,-63.350772857666016,-61.85671615600586
die chirurgen sprechen viele verschiedene sprachen und ist zwanzig jahre alt,-83.15874481201172,-79.48782348632812,-82.45963287353516,-57.561729431152344,-59.59122085571289,-64.33392333984375,-88.36369323730469,-92.63932800292969,-104.28128051757812,-61.284420013427734,-63.05797576904297,-63.81046676635742,-80.9321060180664,-75.90557098388672,-75.74630737304688,-58.94482421875,-66.90999603271484,-66.07967376708984
die chirurgen sprechen viele verschiedene sprachen und mögen lieber tennis mit seinen kollegen spielen,-111.78951263427734,-104.5101089477539,-109.29408264160156,-109.09166717529297,-109.04995727539062,-110.87503814697266,-119.6362533569336,-116.82015228271484,-124.49019622802734,-112.02291870117188,-114.24930572509766,-110.63154602050781,-130.0194549560547,-120.05809020996094,-132.6437530517578,-105.87775421142578,-109.3199691772461,-108.76859283447266
die chirurgen sprechen viele verschiedene sprachen und mag lieber tennis mit seinen kollegen spielen,-116.49270629882812,-105.83425903320312,-112.35234832763672,-112.69304656982422,-112.69853973388672,-117.41161346435547,-125.8289794921875,-116.8629150390625,-134.4029541015625,-119.64836883544922,-122.52153015136719,-119.72052764892578,-126.57200622558594,-117.031494140625,-128.52044677734375,-108.7034912109375,-112.98334503173828,-110.321044921875
die chirurgen sprechen viele verschiedene sprachen und schreiben jeden tag in seinem journal,-117.72965240478516,-107.24102783203125,-119.7125244140625,-77.75318145751953,-79.9861831665039,-90.07048797607422,-122.11076354980469,-116.20336151123047,-128.34791564941406,-79.8708267211914,-83.70940399169922,-91.0318603515625,-118.06005096435547,-112.84574890136719,-110.85188293457031,-73.84237670898438,-71.5790023803711,-70.6426773071289
die chirurgen sprechen viele verschiedene sprachen und schreibt jeden tag in seinem journal,-120.61903381347656,-109.92168426513672,-125.88119506835938,-76.11520385742188,-79.97501373291016,-85.77432250976562,-124.44894409179688,-116.75079345703125,-135.57835388183594,-77.65222930908203,-81.99092102050781,-84.64813232421875,-115.5116195678711,-111.25789642333984,-109.678955078125,-69.59112548828125,-71.80757904052734,-70.70716857910156
die senatoren sprechen viele verschiedene sprachen und sprechen viele verschiedene sprachen,-93.27293395996094,-81.07749938964844,-99.77439880371094,-59.60369873046875,-60.35761260986328,-68.73004150390625,-104.6978759765625,-90.86450958251953,-110.93534088134766,-60.65928649902344,-62.2004280090332,-65.72145080566406,-83.91635131835938,-71.43257904052734,-74.29009246826172,-56.55807113647461,-59.616722106933594,-49.668792724609375
