sentence,fr_childes_best_clm_42,fr_childes_best_clm_30,fr_childes_best_clm_13,fr_wikipedia_best_clm_42,fr_wikipedia_best_clm_30,fr_wikipedia_best_clm_13,fr_childes_convergence_clm_42,fr_childes_convergence_clm_30,fr_childes_convergence_clm_13,fr_wikipedia_convergence_clm_42,fr_wikipedia_convergence_clm_30,fr_wikipedia_convergence_clm_13,fr_wikipedia_best_mlm_42,fr_wikipedia_best_mlm_30,fr_wikipedia_best_mlm_13,fr_childes_best_mlm_42,fr_childes_best_mlm_30,fr_childes_best_mlm_13
le sénateur écrit dans un journal tous les jours et écrivent dans un journal tous les jours,-94.71337890625,-87.04915618896484,-97.26786041259766,-135.9501953125,-148.2781524658203,-125.07158660888672,-133.45068359375,-128.53428649902344,-142.91065979003906,-145.21461486816406,-164.17002868652344,-144.89390563964844,-137.9517364501953,-144.00341796875,-145.4364471435547,-99.73787689208984,-85.34052276611328,-66.17472076416016
le professeur écrit dans un journal tous les jours et connaît beaucoup de langues étrangères,-104.7605972290039,-106.24710083007812,-111.02539825439453,-172.09469604492188,-155.9200439453125,-155.61819458007812,-123.11571502685547,-137.59832763671875,-138.26992797851562,-193.92584228515625,-169.12542724609375,-187.03933715820312,-195.74034118652344,-188.33880615234375,-195.4264373779297,-147.89846801757812,-127.02890014648438,-110.64887237548828
le professeur écrit dans un journal tous les jours et connaissent beaucoup de langues étrangères,-102.60069274902344,-102.26007843017578,-110.98314666748047,-144.228515625,-128.93984985351562,-138.37823486328125,-123.92007446289062,-140.15847778320312,-145.48333740234375,-159.96844482421875,-144.52603149414062,-159.72886657714844,-142.0810546875,-145.1219024658203,-148.2636260986328,-132.1046142578125,-125.69039154052734,-114.03250885009766
le professeur écrit dans un journal tous les jours et aime regarder des émissions de télévision,-99.20911407470703,-92.00292205810547,-85.40210723876953,-157.39137268066406,-178.555419921875,-170.93679809570312,-102.384521484375,-98.77195739746094,-110.97932434082031,-174.6775360107422,-204.2801055908203,-178.63961791992188,-171.3463897705078,-179.6665802001953,-188.15399169921875,-144.87538146972656,-118.62225341796875,-97.7762451171875
le professeur écrit dans un journal tous les jours et aiment regarder des émissions de télévision,-99.22103118896484,-91.785400390625,-85.23954772949219,-170.3774871826172,-183.52420043945312,-173.64321899414062,-100.95077514648438,-95.65615844726562,-110.9784927368164,-178.76882934570312,-204.66342163085938,-188.3245086669922,-178.2864990234375,-182.6498565673828,-194.04629516601562,-140.6561737060547,-118.1497802734375,-96.91023254394531
le professeur écrit dans un journal tous les jours et a vingt trois ans,-80.9468765258789,-77.83547973632812,-82.48250579833984,-84.05094909667969,-79.16218566894531,-85.62354278564453,-104.79942321777344,-107.38736724853516,-113.1471939086914,-79.84513092041016,-79.16075134277344,-95.83922576904297,-70.20755004882812,-69.66429901123047,-71.51773071289062,-104.10591888427734,-81.87532806396484,-69.06224060058594
le professeur écrit dans un journal tous les jours et ont vingt trois ans,-81.67400360107422,-77.35356140136719,-83.40654754638672,-87.04660034179688,-80.24214935302734,-88.10792541503906,-99.85540008544922,-104.0404052734375,-110.64388275146484,-87.02452850341797,-83.77179718017578,-100.12657165527344,-74.2454605102539,-73.30611419677734,-75.90218353271484,-106.61381530761719,-89.52015686035156,-75.38166809082031
le professeur écrit dans un journal tous les jours et préfère jouer au tennis avec des collègues,-95.70487976074219,-90.13809204101562,-94.88274383544922,-169.60989379882812,-165.3269805908203,-172.48390197753906,-121.66768646240234,-113.43231201171875,-127.6113510131836,-179.662841796875,-176.4288787841797,-198.4521484375,-183.7901153564453,-191.9511260986328,-190.3126678466797,-132.25511169433594,-120.37785339355469,-88.47467041015625
le professeur écrit dans un journal tous les jours et préfèrent jouer au tennis avec des collègues,-95.5484619140625,-89.81051635742188,-93.70577239990234,-171.6291046142578,-167.8202362060547,-170.91458129882812,-123.76771545410156,-106.34039306640625,-131.95066833496094,-181.7162628173828,-178.1768341064453,-199.8011932373047,-183.9103546142578,-190.7777862548828,-185.8920440673828,-140.15895080566406,-129.29261779785156,-92.92133331298828
le professeur écrit dans un journal tous les jours et écrit dans un journal tous les jours,-81.92273712158203,-80.71539306640625,-85.77619934082031,-111.91226959228516,-100.77799987792969,-105.61788177490234,-104.84552001953125,-110.76558685302734,-115.59846496582031,-111.59677124023438,-108.26322937011719,-114.16362762451172,-99.06382751464844,-102.25919342041016,-105.26517486572266,-84.82002258300781,-63.094261169433594,-41.249420166015625
le professeur écrit dans un journal tous les jours et écrivent dans un journal tous les jours,-86.55406188964844,-80.29906463623047,-90.46468353271484,-120.30457305908203,-109.99284362792969,-110.16450500488281,-111.87577819824219,-109.09768676757812,-128.0524139404297,-123.01559448242188,-114.32778930664062,-116.83673858642578,-103.43359375,-106.37533569335938,-112.0020751953125,-96.38490295410156,-84.12687683105469,-60.70147705078125
le client écrit dans un journal tous les jours et connaît beaucoup de langues étrangères,-106.78005981445312,-107.51364135742188,-106.50053405761719,-187.61431884765625,-164.19805908203125,-158.31301879882812,-131.93861389160156,-145.1490936279297,-138.563720703125,-217.26060485839844,-184.36456298828125,-196.2128143310547,-205.72572326660156,-201.11012268066406,-201.74317932128906,-141.0045166015625,-117.3346939086914,-113.19270324707031
le client écrit dans un journal tous les jours et connaissent beaucoup de langues étrangères,-104.43839263916016,-101.85576629638672,-106.277587890625,-157.47792053222656,-136.83596801757812,-137.08450317382812,-132.0713348388672,-141.13575744628906,-144.77865600585938,-178.33547973632812,-162.38206481933594,-163.6353759765625,-149.23861694335938,-156.24143981933594,-154.92886352539062,-131.72335815429688,-120.6192855834961,-117.77925872802734
le client écrit dans un journal tous les jours et aime regarder des émissions de télévision,-100.87281036376953,-92.615234375,-83.1050796508789,-171.4488067626953,-187.52706909179688,-169.16531372070312,-116.49713134765625,-100.70822143554688,-112.20613861083984,-191.46678161621094,-224.3478546142578,-184.82164001464844,-180.29336547851562,-189.86746215820312,-195.17359924316406,-141.11257934570312,-111.0523452758789,-98.56600952148438
le client écrit dans un journal tous les jours et aiment regarder des émissions de télévision,-100.67361450195312,-92.57013702392578,-83.36617279052734,-181.0387725830078,-191.36964416503906,-171.7458038330078,-114.7327651977539,-96.44148254394531,-116.73518371582031,-198.28578186035156,-221.96168518066406,-191.5628204345703,-187.787841796875,-194.97705078125,-200.40426635742188,-137.18792724609375,-111.18551635742188,-98.12654113769531
le client écrit dans un journal tous les jours et a vingt trois ans,-83.09819030761719,-77.95697021484375,-76.69154357910156,-96.65892028808594,-89.12545013427734,-85.92904663085938,-107.89867401123047,-103.89695739746094,-103.8348159790039,-100.01795196533203,-97.5657958984375,-100.9040298461914,-79.15321350097656,-78.739013671875,-79.6589126586914,-104.14208984375,-73.84033966064453,-71.47624206542969
le client écrit dans un journal tous les jours et ont vingt trois ans,-83.66455078125,-77.44480895996094,-78.42135620117188,-99.17018127441406,-88.74028015136719,-87.94918823242188,-104.41475677490234,-100.56636810302734,-105.81604766845703,-105.14995574951172,-98.96469116210938,-103.43946838378906,-82.35113525390625,-82.57337188720703,-83.25638580322266,-107.6628646850586,-80.51880645751953,-78.87509155273438
le client écrit dans un journal tous les jours et préfère jouer au tennis avec des collègues,-99.17037200927734,-92.70878601074219,-90.63967895507812,-185.11007690429688,-176.84085083007812,-172.02352905273438,-131.91783142089844,-114.95541381835938,-125.44348907470703,-200.0904998779297,-195.5857696533203,-200.82456970214844,-195.35858154296875,-201.452880859375,-198.02587890625,-132.43765258789062,-108.76508331298828,-93.77316284179688
le client écrit dans un journal tous les jours et préfèrent jouer au tennis avec des collègues,-99.9518051147461,-91.52799987792969,-90.81867980957031,-186.6514129638672,-178.867431640625,-171.50936889648438,-130.9402313232422,-110.77412414550781,-130.64134216308594,-201.8470916748047,-195.84677124023438,-201.0310516357422,-195.1496124267578,-201.0206298828125,-193.25906372070312,-140.70675659179688,-122.80683898925781,-94.13288879394531
le client écrit dans un journal tous les jours et écrit dans un journal tous les jours,-84.61541748046875,-78.18466186523438,-80.3445053100586,-124.27034759521484,-112.2576904296875,-105.03287506103516,-109.10968017578125,-104.55782318115234,-110.35908508300781,-129.8521270751953,-131.52122497558594,-119.11715698242188,-107.04796600341797,-112.69140625,-112.9685287475586,-79.1337661743164,-53.11271286010742,-43.076148986816406
le client écrit dans un journal tous les jours et écrivent dans un journal tous les jours,-88.51936340332031,-78.43154907226562,-85.6822509765625,-130.62353515625,-120.76422882080078,-110.68672180175781,-114.91436767578125,-108.81959533691406,-123.93326568603516,-141.5569305419922,-137.23695373535156,-121.54615020751953,-110.85602569580078,-116.84972381591797,-118.38418579101562,-92.92105865478516,-72.49752044677734,-62.00041198730469
l' officier écrit dans un journal tous les jours et connaît beaucoup de langues étrangères,-123.16908264160156,-122.0700454711914,-126.16893005371094,-188.57455444335938,-168.34954833984375,-166.85592651367188,-157.31219482421875,-160.32493591308594,-154.79226684570312,-210.8193359375,-182.4108123779297,-199.62918090820312,-210.0753936767578,-201.22706604003906,-208.172119140625,-148.9761962890625,-136.04080200195312,-120.56170654296875
l' officier écrit dans un journal tous les jours et connaissent beaucoup de langues étrangères,-123.68531036376953,-118.54047393798828,-123.61831665039062,-161.1285858154297,-141.2742156982422,-147.38284301757812,-164.8055877685547,-161.29888916015625,-162.11888122558594,-174.65599060058594,-161.19039916992188,-167.2697296142578,-155.3755340576172,-157.21908569335938,-161.62881469726562,-142.4840087890625,-136.4762725830078,-123.56846618652344
l' officier écrit dans un journal tous les jours et aime regarder des émissions de télévision,-118.1651840209961,-107.4957504272461,-97.41862487792969,-174.48294067382812,-188.06027221679688,-180.00437927246094,-138.78042602539062,-127.94454956054688,-118.91615295410156,-185.33493041992188,-219.48048400878906,-189.20970153808594,-183.9849090576172,-190.19923400878906,-202.13731384277344,-148.75033569335938,-124.56094360351562,-104.3687973022461
l' officier écrit dans un journal tous les jours et aiment regarder des émissions de télévision,-118.59141540527344,-106.94312286376953,-96.456787109375,-184.97933959960938,-192.75979614257812,-181.66726684570312,-134.7959442138672,-125.86415100097656,-122.87139129638672,-193.09567260742188,-218.28993225097656,-195.408935546875,-192.45384216308594,-195.9064178466797,-208.36959838867188,-144.74131774902344,-126.61266326904297,-104.46676635742188
l' officier écrit dans un journal tous les jours et a vingt trois ans,-97.81954956054688,-92.96739196777344,-94.38749694824219,-97.06797790527344,-91.28826904296875,-93.0304946899414,-127.15878295898438,-133.5358123779297,-121.09962463378906,-91.5477523803711,-94.40922546386719,-98.94573974609375,-82.80168151855469,-79.63279724121094,-83.81609344482422,-105.50413513183594,-93.46509552001953,-78.53194427490234
l' officier écrit dans un journal tous les jours et ont vingt trois ans,-99.1488037109375,-92.54911041259766,-94.98505401611328,-100.62796020507812,-91.69158935546875,-95.34877014160156,-124.09687805175781,-130.1398468017578,-119.24335479736328,-97.10409545898438,-98.23174285888672,-104.02696228027344,-86.74322509765625,-83.84156799316406,-87.72826385498047,-108.81436157226562,-101.7020263671875,-86.32270050048828
l' officier écrit dans un journal tous les jours et préfère jouer au tennis avec des collègues,-113.24417877197266,-106.59295654296875,-106.56259155273438,-186.2486572265625,-178.9508056640625,-181.37425231933594,-151.52464294433594,-132.57228088378906,-147.27114868164062,-193.40969848632812,-191.30946350097656,-206.9321746826172,-198.8623046875,-202.19395446777344,-203.2300262451172,-128.5040740966797,-127.9531021118164,-95.37013244628906
l' officier écrit dans un journal tous les jours et préfèrent jouer au tennis avec des collègues,-114.47005462646484,-106.84208679199219,-104.28050231933594,-187.98338317871094,-180.53518676757812,-179.9874725341797,-145.80596923828125,-126.58283996582031,-140.61325073242188,-194.23211669921875,-193.52999877929688,-207.29949951171875,-198.14508056640625,-201.3865509033203,-198.59524536132812,-142.2171630859375,-141.74649047851562,-99.56782531738281
l' officier écrit dans un journal tous les jours et écrit dans un journal tous les jours,-97.36940002441406,-90.88980865478516,-95.13221740722656,-126.99124145507812,-114.737548828125,-114.75634002685547,-130.65090942382812,-128.10934448242188,-116.85916900634766,-122.87657165527344,-126.62065887451172,-120.48292541503906,-111.31109619140625,-112.3246841430664,-117.83837890625,-73.60299682617188,-65.76152801513672,-46.38542175292969
l' officier écrit dans un journal tous les jours et écrivent dans un journal tous les jours,-102.03587341308594,-92.98129272460938,-102.32145690917969,-133.78823852539062,-123.85804748535156,-119.78602600097656,-136.84869384765625,-130.8076171875,-139.93170166015625,-135.60165405273438,-132.43418884277344,-125.1812744140625,-114.872802734375,-116.48229217529297,-123.27088165283203,-98.29649353027344,-87.43447875976562,-69.26917266845703
le pilote écrit dans un journal tous les jours et connaît beaucoup de langues étrangères,-105.78462219238281,-105.30023956298828,-109.80776977539062,-183.36810302734375,-165.70046997070312,-151.81454467773438,-133.16586303710938,-146.74069213867188,-137.95201110839844,-202.6075439453125,-185.06741333007812,-183.35174560546875,-200.57591247558594,-193.8822479248047,-196.61614990234375,-127.66424560546875,-125.51177215576172,-102.4714584350586
le pilote écrit dans un journal tous les jours et connaissent beaucoup de langues étrangères,-102.60685729980469,-102.04785919189453,-108.56314849853516,-153.4239501953125,-138.62655639648438,-135.8916015625,-137.1314239501953,-151.04298400878906,-141.7889404296875,-166.43380737304688,-161.47901916503906,-155.3402862548828,-146.99501037597656,-151.7235107421875,-150.6678009033203,-121.04395294189453,-118.19873809814453,-105.35843658447266
le pilote écrit dans un journal tous les jours et aime regarder des émissions de télévision,-99.99568939208984,-91.313232421875,-86.03868103027344,-164.07879638671875,-185.64358520507812,-166.96006774902344,-123.36083221435547,-109.99951934814453,-109.64515686035156,-177.7906494140625,-222.9147491455078,-174.55516052246094,-174.4757843017578,-183.08665466308594,-190.50119018554688,-126.05693054199219,-112.30839538574219,-90.41851806640625
le pilote écrit dans un journal tous les jours et aiment regarder des émissions de télévision,-100.60356140136719,-91.52180480957031,-85.38216400146484,-175.713623046875,-190.92776489257812,-168.25721740722656,-121.63800048828125,-110.71942138671875,-110.93490600585938,-181.33331298828125,-221.8671875,-180.98818969726562,-182.09217834472656,-186.88339233398438,-196.60208129882812,-122.27198028564453,-112.62150573730469,-90.9356689453125
le pilote écrit dans un journal tous les jours et a vingt trois ans,-80.40192413330078,-73.55351257324219,-80.01634979248047,-88.98078918457031,-85.97114562988281,-80.7313461303711,-112.73764038085938,-107.544189453125,-109.04595947265625,-83.37002563476562,-94.66390991210938,-92.900390625,-75.96564483642578,-73.94606018066406,-73.86775970458984,-92.58599853515625,-72.58834838867188,-60.29299545288086
le pilote écrit dans un journal tous les jours et ont vingt trois ans,-82.86544036865234,-73.91937255859375,-80.80370330810547,-92.57091522216797,-86.96073150634766,-83.73918151855469,-108.3301010131836,-105.23799133300781,-107.5377197265625,-89.75848388671875,-98.18000793457031,-97.35576629638672,-79.5792236328125,-77.80160522460938,-77.34418487548828,-95.79498291015625,-80.018310546875,-67.5029296875
le pilote écrit dans un journal tous les jours et préfère jouer au tennis avec des collègues,-94.54345703125,-90.04528045654297,-93.18214416503906,-176.9165802001953,-172.9810791015625,-166.82249450683594,-134.93409729003906,-119.69483947753906,-129.74974060058594,-183.87225341796875,-192.7666473388672,-190.03970336914062,-188.42579650878906,-194.16981506347656,-190.2678985595703,-113.7405014038086,-110.12186431884766,-80.1554183959961
le pilote écrit dans un journal tous les jours et préfèrent jouer au tennis avec des collègues,-96.2077407836914,-90.63968658447266,-91.24148559570312,-177.94027709960938,-174.4669647216797,-164.7342987060547,-132.95762634277344,-120.67781066894531,-127.11348724365234,-184.7098846435547,-192.66819763183594,-191.46719360351562,-188.84634399414062,-193.21939086914062,-185.901611328125,-124.00148010253906,-122.75439453125,-83.22599792480469
le pilote écrit dans un journal tous les jours et écrit dans un journal tous les jours,-84.22830200195312,-76.66370391845703,-83.2694320678711,-119.10882568359375,-112.66600036621094,-101.82818603515625,-121.13260650634766,-110.42161560058594,-108.25672149658203,-114.99786376953125,-130.04751586914062,-108.05931091308594,-102.931396484375,-105.46119689941406,-105.94652557373047,-63.824363708496094,-47.676273345947266,-35.82546615600586
le pilote écrit dans un journal tous les jours et écrivent dans un journal tous les jours,-90.05644226074219,-78.77051544189453,-88.89315795898438,-126.48829650878906,-122.05774688720703,-107.26778411865234,-124.9395980834961,-114.02095031738281,-126.16703033447266,-126.53172302246094,-134.93211364746094,-111.66146850585938,-107.23246765136719,-109.96065521240234,-112.96830749511719,-78.69998168945312,-72.42948913574219,-53.04387283325195
le consultant écrit dans un journal tous les jours et connaît beaucoup de langues étrangères,-106.31381225585938,-107.67877197265625,-112.61952209472656,-181.3763427734375,-165.1367950439453,-162.56077575683594,-146.31094360351562,-144.75540161132812,-122.65113830566406,-204.22711181640625,-177.0015411376953,-192.51400756835938,-207.47674560546875,-203.85865783691406,-203.75930786132812,-152.10684204101562,-134.23873901367188,-118.6967544555664
le consultant écrit dans un journal tous les jours et connaissent beaucoup de langues étrangères,-105.7441177368164,-104.30154418945312,-112.46442413330078,-154.50942993164062,-140.29869079589844,-143.04385375976562,-149.95004272460938,-145.13140869140625,-136.38839721679688,-170.59933471679688,-157.44920349121094,-160.83499145507812,-152.70944213867188,-159.2474365234375,-157.24090576171875,-137.0712127685547,-130.27288818359375,-121.31892395019531
le consultant écrit dans un journal tous les jours et aime regarder des émissions de télévision,-100.8814926147461,-91.5409927368164,-87.79179382324219,-171.0403289794922,-190.40316772460938,-175.09324645996094,-121.23396301269531,-108.61593627929688,-99.85604095458984,-185.02772521972656,-219.60562133789062,-183.25294494628906,-182.89413452148438,-192.06130981445312,-196.47532653808594,-147.2017822265625,-121.74162292480469,-105.94055938720703
le consultant écrit dans un journal tous les jours et aiment regarder des émissions de télévision,-100.89358520507812,-90.84405517578125,-87.4186019897461,-179.13360595703125,-193.9547882080078,-177.4510498046875,-116.32317352294922,-105.82166290283203,-105.23727416992188,-188.48809814453125,-217.86033630371094,-187.2074737548828,-190.39283752441406,-196.9835205078125,-201.48451232910156,-142.77304077148438,-121.168701171875,-105.00300598144531
le consultant écrit dans un journal tous les jours et a vingt trois ans,-81.08854675292969,-79.03013610839844,-82.92473602294922,-95.61182403564453,-93.54771423339844,-91.39682006835938,-116.76020050048828,-109.0332260131836,-103.56468963623047,-91.25537109375,-94.91389465332031,-100.23548889160156,-79.6603012084961,-81.52378845214844,-80.3838119506836,-107.54122161865234,-86.7266845703125,-81.10918426513672
le consultant écrit dans un journal tous les jours et ont vingt trois ans,-82.2531509399414,-78.17376708984375,-84.42710876464844,-97.67008972167969,-92.98661041259766,-93.51544952392578,-112.73877716064453,-105.76213836669922,-103.86568450927734,-96.52509307861328,-96.6668930053711,-104.06939697265625,-83.47077941894531,-85.2489013671875,-84.29591369628906,-110.0099105834961,-93.94203186035156,-86.39059448242188
le consultant écrit dans un journal tous les jours et préfère jouer au tennis avec des collègues,-98.08160400390625,-94.28829193115234,-97.7318344116211,-182.65089416503906,-179.7613067626953,-178.21676635742188,-141.30929565429688,-127.76520538330078,-122.38819885253906,-192.49658203125,-188.85733032226562,-201.28494262695312,-197.2364959716797,-205.57798767089844,-200.16876220703125,-133.89077758789062,-124.47196197509766,-99.345703125
le consultant écrit dans un journal tous les jours et préfèrent jouer au tennis avec des collègues,-99.49219512939453,-93.85164642333984,-96.2459945678711,-185.1884307861328,-182.0655975341797,-176.94866943359375,-139.69027709960938,-118.05601501464844,-123.21463012695312,-194.00645446777344,-191.01416015625,-201.6261444091797,-196.51943969726562,-204.51536560058594,-195.21951293945312,-142.7151336669922,-134.7684783935547,-101.88208770751953
le consultant écrit dans un journal tous les jours et écrit dans un journal tous les jours,-83.10143280029297,-82.10719299316406,-85.8470687866211,-122.0459213256836,-114.80595397949219,-110.40963745117188,-121.63601684570312,-110.3963623046875,-102.80526733398438,-119.335205078125,-125.92057037353516,-115.71144104003906,-108.95553588867188,-114.9229736328125,-114.45819854736328,-89.15657043457031,-66.03313446044922,-52.4862174987793
le consultant écrit dans un journal tous les jours et écrivent dans un journal tous les jours,-87.85136413574219,-79.82340240478516,-91.90609741210938,-129.3571319580078,-122.77024841308594,-115.34951782226562,-124.33224487304688,-109.91571807861328,-115.06278228759766,-131.87478637695312,-130.9628143310547,-118.02035522460938,-112.47773742675781,-118.91041564941406,-119.68876647949219,-100.34254455566406,-85.5150375366211,-70.69343566894531
les auteurs connaissent beaucoup de langues étrangères et connaissent beaucoup de langues étrangères,-95.81463623046875,-114.03460693359375,-103.69090270996094,-160.01113891601562,-145.33912658691406,-155.14476013183594,-130.54347229003906,-165.6811981201172,-139.03468322753906,-182.45556640625,-164.63204956054688,-188.58346557617188,-170.69583129882812,-173.41583251953125,-172.18470764160156,-81.28850555419922,-103.71676635742188,-93.81474304199219
les auteurs connaissent beaucoup de langues étrangères et connaît beaucoup de langues étrangères,-96.3912582397461,-116.53030395507812,-107.177978515625,-185.939697265625,-172.2954559326172,-172.76686096191406,-132.0474395751953,-162.4694061279297,-137.27737426757812,-212.21688842773438,-179.3003387451172,-211.04066467285156,-224.80126953125,-222.9817352294922,-218.54391479492188,-93.3187026977539,-111.08220672607422,-91.1436538696289
les auteurs connaissent beaucoup de langues étrangères et aiment regarder des émissions de télévision,-101.28279113769531,-116.21153259277344,-101.91324615478516,-195.33448791503906,-204.61080932617188,-201.39129638671875,-117.77875518798828,-165.669189453125,-137.04513549804688,-220.86541748046875,-231.48040771484375,-233.03811645507812,-214.26919555664062,-222.0399169921875,-224.30105590820312,-130.71420288085938,-141.8268585205078,-125.00172424316406
les auteurs connaissent beaucoup de langues étrangères et aime regarder des émissions de télévision,-101.51439666748047,-117.23504638671875,-101.616943359375,-186.34182739257812,-205.06280517578125,-198.1229705810547,-119.348388671875,-166.46937561035156,-132.89064025878906,-212.93179321289062,-233.40573120117188,-221.49008178710938,-206.97869873046875,-218.42672729492188,-222.64578247070312,-135.63807678222656,-143.12847900390625,-124.72868347167969
les auteurs connaissent beaucoup de langues étrangères et ont vingt trois ans,-84.47163391113281,-98.37757873535156,-89.86094665527344,-112.54959106445312,-102.03250122070312,-111.56951141357422,-110.10637664794922,-142.72702026367188,-121.5405044555664,-122.92178344726562,-110.64713287353516,-130.57662963867188,-113.43238067626953,-115.08602905273438,-109.35148620605469,-98.15730285644531,-108.46961975097656,-96.78861236572266
les auteurs connaissent beaucoup de langues étrangères et a vingt trois ans,-84.8751220703125,-98.13009643554688,-87.76836395263672,-117.77015686035156,-106.33444213867188,-118.25585174560547,-116.52970886230469,-139.09078979492188,-116.86605072021484,-131.576171875,-114.57566833496094,-139.4156036376953,-112.93695068359375,-115.32476806640625,-112.5964584350586,-94.23832702636719,-102.77054595947266,-91.58525848388672
les auteurs connaissent beaucoup de langues étrangères et préfèrent jouer au tennis avec des collègues,-97.7199935913086,-111.7801513671875,-103.32154846191406,-192.08297729492188,-193.767333984375,-192.48367309570312,-130.8586883544922,-158.51675415039062,-146.9080810546875,-226.15426635742188,-209.44349670410156,-225.6240234375,-219.861572265625,-223.6334686279297,-222.2763671875,-127.6446304321289,-146.1494598388672,-111.0965576171875
les auteurs connaissent beaucoup de langues étrangères et préfère jouer au tennis avec des collègues,-97.79373168945312,-110.05130767822266,-107.93364715576172,-191.78504943847656,-192.0359649658203,-195.8672332763672,-133.10931396484375,-160.72787475585938,-149.99462890625,-223.8671875,-210.00637817382812,-234.20860290527344,-220.224853515625,-225.3115997314453,-225.14381408691406,-118.38578033447266,-135.3256378173828,-111.48385620117188
les auteurs connaissent beaucoup de langues étrangères et écrivent dans un journal tous les jours,-100.6522445678711,-111.84817504882812,-111.52830505371094,-133.65432739257812,-129.9049530029297,-125.34056091308594,-138.7096405029297,-164.45777893066406,-147.89906311035156,-149.10191345214844,-136.52963256835938,-148.15066528320312,-136.24424743652344,-145.1722412109375,-145.87872314453125,-111.40869140625,-119.73421478271484,-110.0054931640625
les auteurs connaissent beaucoup de langues étrangères et écrit dans un journal tous les jours,-102.6668701171875,-116.08457946777344,-109.69527435302734,-133.0505828857422,-124.60350036621094,-127.3598861694336,-142.06858825683594,-164.75856018066406,-140.3189697265625,-144.3548583984375,-132.26243591308594,-153.73928833007812,-133.41140747070312,-142.30799865722656,-140.37161254882812,-106.02604675292969,-113.23361206054688,-102.14411163330078
les directeurs connaissent beaucoup de langues étrangères et connaissent beaucoup de langues étrangères,-90.24684143066406,-109.559326171875,-100.45365905761719,-170.40347290039062,-155.2349853515625,-166.1208953857422,-118.5360336303711,-160.71986389160156,-142.33499145507812,-198.7467803955078,-186.0153350830078,-200.89410400390625,-180.89154052734375,-180.13397216796875,-181.10757446289062,-89.59730529785156,-107.60799407958984,-94.64823150634766
les directeurs connaissent beaucoup de langues étrangères et connaît beaucoup de langues étrangères,-90.94900512695312,-112.09758758544922,-103.57383728027344,-196.53720092773438,-182.0508575439453,-183.60313415527344,-122.22339630126953,-157.93429565429688,-140.31370544433594,-223.8687744140625,-199.6017608642578,-224.4136199951172,-235.87596130371094,-228.77493286132812,-228.0697021484375,-103.14198303222656,-115.82798767089844,-92.10416412353516
les directeurs connaissent beaucoup de langues étrangères et aiment regarder des émissions de télévision,-97.32102966308594,-112.27244567871094,-99.36227416992188,-202.79347229003906,-212.81520080566406,-212.372314453125,-108.97532653808594,-157.6568603515625,-144.77053833007812,-232.205810546875,-249.56114196777344,-247.4872589111328,-225.19937133789062,-227.79830932617188,-234.0372314453125,-140.74154663085938,-143.23721313476562,-124.4989242553711
les directeurs connaissent beaucoup de langues étrangères et aime regarder des émissions de télévision,-97.38453674316406,-113.0351333618164,-98.87593078613281,-197.61203002929688,-214.26602172851562,-209.8137664794922,-111.61720275878906,-162.53565979003906,-140.46896362304688,-227.1658172607422,-248.9523162841797,-239.70651245117188,-217.5513458251953,-223.99789428710938,-231.88575744628906,-145.96124267578125,-144.29263305664062,-123.9139404296875
les directeurs connaissent beaucoup de langues étrangères et ont vingt trois ans,-79.80260467529297,-93.65052795410156,-86.7186508178711,-121.33258819580078,-110.96820831298828,-121.91124725341797,-100.20269775390625,-135.3059844970703,-125.3419189453125,-137.05152893066406,-127.67628479003906,-141.11390686035156,-123.43474578857422,-120.9729232788086,-118.55168914794922,-103.08607482910156,-112.16789245605469,-97.28654479980469
les directeurs connaissent beaucoup de langues étrangères et a vingt trois ans,-80.0614013671875,-92.3663330078125,-83.96705627441406,-127.7374267578125,-115.85182189941406,-128.20347595214844,-106.01151275634766,-131.00100708007812,-119.75724792480469,-148.73013305664062,-131.63427734375,-150.02154541015625,-122.81840515136719,-121.18648529052734,-121.82649993896484,-100.32376861572266,-106.16014862060547,-92.54647827148438
les directeurs connaissent beaucoup de langues étrangères et préfèrent jouer au tennis avec des collègues,-91.87654113769531,-106.18255615234375,-99.95955657958984,-201.53407287597656,-200.61936950683594,-204.31723022460938,-116.88752746582031,-155.2701873779297,-147.79037475585938,-239.96946716308594,-222.4416046142578,-240.0715789794922,-228.83746337890625,-230.52674865722656,-232.13047790527344,-137.32398986816406,-145.74244689941406,-110.3047103881836
les directeurs connaissent beaucoup de langues étrangères et préfère jouer au tennis avec des collègues,-91.15242767333984,-103.53890228271484,-104.41036987304688,-201.78253173828125,-199.14151000976562,-207.14024353027344,-117.4867935180664,-157.57533264160156,-153.44668579101562,-239.33209228515625,-223.19871520996094,-247.33224487304688,-228.25637817382812,-230.22447204589844,-234.0726318359375,-127.55376434326172,-136.30279541015625,-112.67967224121094
les directeurs connaissent beaucoup de langues étrangères et écrivent dans un journal tous les jours,-96.18184661865234,-107.02117919921875,-108.52154541015625,-142.84225463867188,-138.70346069335938,-136.04733276367188,-128.33326721191406,-155.91812133789062,-152.73309326171875,-161.95223999023438,-152.96986389160156,-158.84555053710938,-146.06324768066406,-151.4820098876953,-155.7188720703125,-122.0731430053711,-124.52862548828125,-109.86841583251953
