sentence,fr_childes_best_clm_42,fr_childes_best_clm_30,fr_childes_best_clm_13,fr_wikipedia_best_clm_42,fr_wikipedia_best_clm_30,fr_wikipedia_best_clm_13,fr_childes_convergence_clm_42,fr_childes_convergence_clm_30,fr_childes_convergence_clm_13,fr_wikipedia_convergence_clm_42,fr_wikipedia_convergence_clm_30,fr_wikipedia_convergence_clm_13,fr_wikipedia_best_mlm_42,fr_wikipedia_best_mlm_30,fr_wikipedia_best_mlm_13,fr_childes_best_mlm_42,fr_childes_best_mlm_30,fr_childes_best_mlm_13
l' officier est jeune et est vieux,-63.96250915527344,-58.0067138671875,-58.06134796142578,-47.04081726074219,-49.395931243896484,-50.76781463623047,-74.1295166015625,-70.83394622802734,-77.09378814697266,-51.9393310546875,-53.204647064208984,-55.09176254272461,-43.043800354003906,-33.618202209472656,-37.62751770019531,-68.95405578613281,-54.237060546875,-53.83651351928711
l' officier est jeune et sont vieux,-69.64283752441406,-63.28268051147461,-62.49034881591797,-51.300575256347656,-53.9062385559082,-54.159080505371094,-77.88874816894531,-77.22124481201172,-71.51190185546875,-56.0637321472168,-58.197998046875,-58.86507797241211,-45.37318420410156,-37.23402404785156,-40.376007080078125,-81.58979797363281,-67.3831787109375,-61.5815544128418
l' officier est jeune et est jeune,-60.962867736816406,-55.452117919921875,-56.54322814941406,-42.32667541503906,-46.08217239379883,-46.184600830078125,-72.44175720214844,-67.63472747802734,-76.72430419921875,-46.99448776245117,-45.69086456298828,-47.332550048828125,-34.69341278076172,-25.13599967956543,-31.83391571044922,-55.81658172607422,-44.51921844482422,-45.77028274536133
l' officier est jeune et sont jeunes,-75.48243713378906,-67.28073120117188,-68.7582015991211,-49.210716247558594,-51.924198150634766,-52.38152313232422,-86.59982299804688,-83.01007080078125,-77.2587890625,-52.4919319152832,-55.45147705078125,-55.911163330078125,-40.4395866394043,-34.21597671508789,-38.94493103027344,-102.45342254638672,-85.65303802490234,-80.33589935302734
le pilote est jeune et déménage,-42.42719650268555,-38.16584014892578,-39.598323822021484,-68.73622131347656,-75.2845458984375,-63.30817413330078,-59.45541000366211,-56.6451416015625,-52.27491760253906,-77.72061920166016,-83.01298522949219,-78.66185760498047,-79.14706420898438,-77.34085845947266,-80.50694274902344,-37.36349868774414,-34.56768798828125,-37.558902740478516
le pilote est jeune et déménagent,-46.561912536621094,-42.08824157714844,-44.51523971557617,-74.6503677368164,-81.10586547851562,-64.84127807617188,-64.96913146972656,-50.006919860839844,-52.621421813964844,-76.9726791381836,-90.75001525878906,-90.02240753173828,-77.20963287353516,-82.77960968017578,-85.45907592773438,-47.859825134277344,-40.12755584716797,-48.000972747802734
le pilote est jeune et parle,-37.254310607910156,-37.408023834228516,-37.401004791259766,-32.21261978149414,-36.059600830078125,-33.1638298034668,-55.50943374633789,-51.008663177490234,-43.283870697021484,-32.6816520690918,-35.024803161621094,-37.130611419677734,-25.616260528564453,-25.434738159179688,-25.435678482055664,-42.29719161987305,-29.024852752685547,-35.290771484375
le pilote est jeune et parlent,-41.035003662109375,-41.573463439941406,-40.152809143066406,-36.38520431518555,-35.013427734375,-36.75716018676758,-57.01357650756836,-55.2089958190918,-51.429161071777344,-36.60036087036133,-36.55616760253906,-43.061866760253906,-26.953691482543945,-26.951444625854492,-24.883729934692383,-43.23941421508789,-34.0067138671875,-40.60082244873047
le pilote est jeune et retourne,-39.86216735839844,-36.92021179199219,-38.406455993652344,-30.376317977905273,-32.14348602294922,-30.441946029663086,-54.661861419677734,-50.42679977416992,-45.81180953979492,-31.567365646362305,-31.905628204345703,-32.850948333740234,-20.443769454956055,-20.019771575927734,-19.97669219970703,-46.09950637817383,-37.92247772216797,-35.290191650390625
le pilote est jeune et retournent,-45.47039031982422,-42.561973571777344,-40.1460075378418,-32.84023666381836,-33.10747528076172,-34.50954055786133,-62.844242095947266,-66.3189468383789,-56.11804962158203,-34.114891052246094,-33.717811584472656,-37.506553649902344,-27.422269821166992,-24.84376335144043,-25.67497444152832,-46.02073669433594,-36.12391662597656,-45.24180221557617
le pilote est jeune et est petit,-36.599300384521484,-34.99418640136719,-35.876399993896484,-34.68617248535156,-37.98316955566406,-35.752254486083984,-51.29646682739258,-53.884029388427734,-49.8661994934082,-37.17720031738281,-35.44811248779297,-38.23624801635742,-31.721073150634766,-29.47235679626465,-28.65248680114746,-39.77959060668945,-31.871692657470703,-35.56786346435547
le pilote est jeune et sont petits,-42.513031005859375,-41.58368682861328,-40.85342025756836,-41.19166564941406,-44.68330764770508,-41.59327697753906,-54.914310455322266,-58.355491638183594,-50.46516036987305,-44.14594268798828,-46.06634521484375,-48.26401138305664,-30.86558723449707,-32.396827697753906,-30.10906982421875,-42.57659149169922,-39.40168762207031,-35.329681396484375
le pilote est jeune et est grand,-36.9222412109375,-35.004615783691406,-35.893314361572266,-36.67461013793945,-38.65220260620117,-36.38921356201172,-52.25502395629883,-53.350059509277344,-51.48407745361328,-40.57996368408203,-37.540748596191406,-41.073726654052734,-31.789539337158203,-30.72195053100586,-29.65734100341797,-36.24473190307617,-30.270875930786133,-34.97597122192383
le pilote est jeune et sont grands,-41.18334197998047,-41.150760650634766,-39.1373405456543,-40.8044319152832,-43.97365188598633,-41.70184326171875,-52.706172943115234,-55.63618469238281,-50.341651916503906,-43.62466049194336,-45.54045867919922,-49.04399108886719,-32.22248077392578,-31.706769943237305,-29.34251594543457,-43.18255615234375,-38.72751235961914,-35.99476623535156
le pilote est jeune et est vieux,-39.31640625,-37.77239990234375,-35.471588134765625,-39.28797149658203,-41.038692474365234,-39.08024597167969,-55.92538070678711,-57.44390106201172,-54.96601867675781,-42.35691452026367,-41.47873306274414,-44.64897918701172,-35.823570251464844,-34.3656120300293,-32.2564697265625,-42.545711517333984,-30.53997802734375,-31.19586944580078
le pilote est jeune et sont vieux,-44.81011962890625,-44.42437744140625,-41.194419860839844,-44.23503875732422,-45.697540283203125,-43.5489616394043,-60.00234603881836,-57.8106575012207,-51.99400329589844,-47.96961975097656,-48.23345947265625,-51.38963317871094,-37.779136657714844,-37.66107940673828,-34.14707946777344,-51.99177551269531,-43.88726043701172,-40.19880294799805
le pilote est jeune et est jeune,-36.07459259033203,-34.94477081298828,-34.8220100402832,-34.96287536621094,-37.672000885009766,-34.940345764160156,-52.86532211303711,-54.21919250488281,-55.339393615722656,-37.985023498535156,-35.395057678222656,-37.955257415771484,-28.13484764099121,-27.16368865966797,-28.249786376953125,-30.549575805664062,-21.274768829345703,-23.269527435302734
le pilote est jeune et sont jeunes,-51.33900451660156,-50.83891296386719,-50.934844970703125,-42.019737243652344,-42.897804260253906,-42.26506042480469,-66.9868392944336,-66.11656188964844,-61.239784240722656,-44.77216720581055,-44.84170150756836,-47.38800811767578,-31.907241821289062,-34.188072204589844,-32.02726745605469,-65.50452423095703,-59.720176696777344,-57.52569580078125
le consultant est jeune et déménage,-49.70022964477539,-46.98749542236328,-44.91320037841797,-76.56492614746094,-84.97530364990234,-72.66017150878906,-68.51276397705078,-61.5677375793457,-44.06377410888672,-88.99717712402344,-86.04631805419922,-89.7248306274414,-92.26216125488281,-94.89320373535156,-92.6204833984375,-61.99784851074219,-55.52101135253906,-54.7964973449707
le consultant est jeune et déménagent,-53.076087951660156,-50.50763702392578,-49.613853454589844,-81.57269287109375,-91.08531188964844,-73.78512573242188,-69.36295318603516,-61.697486877441406,-46.47529602050781,-88.85231018066406,-90.7737808227539,-101.65135955810547,-89.52828216552734,-98.78695678710938,-97.27238464355469,-70.8897705078125,-55.54448699951172,-64.91551971435547
le consultant est jeune et parle,-45.61830520629883,-44.720458984375,-43.9234619140625,-42.30632400512695,-51.2412109375,-43.560272216796875,-66.935546875,-58.82430648803711,-41.82566452026367,-47.1602897644043,-46.98667526245117,-48.804080963134766,-37.38652801513672,-38.65212631225586,-35.785160064697266,-61.96809768676758,-43.51976776123047,-49.04282760620117
le consultant est jeune et parlent,-47.387611389160156,-48.01639938354492,-46.28281784057617,-46.20563507080078,-48.87659454345703,-45.332435607910156,-64.40350341796875,-58.6353874206543,-44.972084045410156,-51.27399444580078,-45.20127868652344,-52.67704391479492,-39.26638412475586,-41.03237533569336,-37.6240234375,-67.81340789794922,-50.00494384765625,-57.695472717285156
le consultant est jeune et retourne,-46.581565856933594,-46.32554626464844,-44.6290397644043,-41.20650100708008,-47.46315002441406,-41.12499237060547,-62.99123764038086,-59.67038345336914,-42.088470458984375,-45.32300567626953,-43.00627517700195,-46.059661865234375,-34.29372024536133,-34.08085250854492,-33.82269287109375,-71.70966339111328,-55.46035385131836,-55.78738021850586
le consultant est jeune et retournent,-52.411014556884766,-51.6098518371582,-45.5587158203125,-43.8345947265625,-47.36459732055664,-45.283058166503906,-71.8231201171875,-71.81548309326172,-52.31230545043945,-47.331581115722656,-45.8612060546875,-49.252113342285156,-40.130287170410156,-39.21869659423828,-38.874000549316406,-69.71736145019531,-51.91868209838867,-60.33013153076172
le consultant est jeune et est petit,-45.29679489135742,-43.37834930419922,-43.81524658203125,-45.678062438964844,-54.009769439697266,-46.30847930908203,-60.361698150634766,-58.617774963378906,-43.41230392456055,-51.59833526611328,-47.39875030517578,-51.50890350341797,-45.26557159423828,-44.222530364990234,-40.93313217163086,-64.68363952636719,-46.49467468261719,-49.18218994140625
le consultant est jeune et sont petits,-49.407344818115234,-49.93963623046875,-47.35356521606445,-52.17498016357422,-60.043270111083984,-51.96879577636719,-64.98455810546875,-65.05931091308594,-43.82740020751953,-59.28651428222656,-54.472991943359375,-59.958736419677734,-45.148216247558594,-46.87800598144531,-44.44841003417969,-67.8658218383789,-51.342140197753906,-50.46278381347656
le consultant est jeune et est grand,-45.6251220703125,-43.84345626831055,-44.01691818237305,-46.91944885253906,-53.66692352294922,-47.21856689453125,-61.857913970947266,-60.374671936035156,-46.951568603515625,-54.73786163330078,-47.74217224121094,-53.635318756103516,-44.45919418334961,-44.22077941894531,-42.16178512573242,-62.42494583129883,-44.80866241455078,-48.99172592163086
le consultant est jeune et sont grands,-48.12516784667969,-50.434913635253906,-46.50788879394531,-51.108612060546875,-58.3602294921875,-52.394065856933594,-59.302879333496094,-64.85087585449219,-49.22221755981445,-59.24827575683594,-53.27825164794922,-61.107704162597656,-46.46379852294922,-45.60197067260742,-41.792724609375,-68.9098129272461,-49.790672302246094,-51.998260498046875
le consultant est jeune et est vieux,-47.28480911254883,-45.22670364379883,-42.95751953125,-49.33393859863281,-57.9117546081543,-49.84138488769531,-66.9286880493164,-62.45038604736328,-49.997589111328125,-57.41780090332031,-54.86241912841797,-57.92809295654297,-48.058990478515625,-48.42130661010742,-44.479976654052734,-65.65262603759766,-43.884666442871094,-47.01403045654297
le consultant est jeune et sont vieux,-51.821311950683594,-52.518836975097656,-49.53668975830078,-54.015174865722656,-61.38742446899414,-53.471214294433594,-63.58177947998047,-66.87327575683594,-50.392738342285156,-63.504058837890625,-57.974273681640625,-62.278560638427734,-50.60291290283203,-50.88585662841797,-47.15878677368164,-74.6042709350586,-56.71064758300781,-57.26667022705078
le consultant est jeune et est jeune,-45.11631393432617,-43.58462905883789,-42.290706634521484,-45.058258056640625,-54.54643630981445,-45.52001953125,-66.8097915649414,-62.38972473144531,-47.931129455566406,-52.70416259765625,-47.65312194824219,-50.61758041381836,-41.20793914794922,-40.13185501098633,-39.55165481567383,-56.52545928955078,-36.31786346435547,-40.82794952392578
le consultant est jeune et sont jeunes,-59.63249969482422,-57.864444732666016,-56.50509262084961,-52.785728454589844,-59.22932434082031,-52.961883544921875,-77.71347045898438,-72.50223541259766,-54.53926086425781,-59.90480041503906,-54.93248748779297,-60.427852630615234,-46.17026901245117,-48.31474304199219,-45.265750885009766,-89.12113189697266,-70.1794204711914,-75.1631088256836
les auteurs déménagent et déménagent,-46.91404724121094,-51.151451110839844,-45.61311340332031,-90.85503387451172,-120.02241516113281,-92.31594848632812,-56.99604034423828,-62.182167053222656,-48.86531066894531,-82.35240936279297,-128.66156005859375,-127.302001953125,-121.31765747070312,-132.75640869140625,-131.98681640625,-47.58541488647461,-41.7147216796875,-53.657283782958984
les auteurs déménagent et déménage,-50.85047149658203,-50.998130798339844,-48.52105712890625,-89.77269744873047,-114.83488464355469,-94.5394515991211,-65.25814819335938,-66.31792449951172,-59.045005798339844,-86.18670654296875,-123.23908233642578,-124.63877868652344,-126.65432739257812,-130.78179931640625,-131.70773315429688,-57.037681579589844,-51.22515106201172,-55.25074005126953
les auteurs déménagent et parlent,-47.550636291503906,-52.88801956176758,-46.424346923828125,-62.24711608886719,-73.6576156616211,-63.635353088378906,-59.755523681640625,-67.6900634765625,-54.55567169189453,-61.06871032714844,-79.4884262084961,-87.36054992675781,-74.63217163085938,-81.5328598022461,-88.96707916259766,-55.67432403564453,-50.7248420715332,-57.460079193115234
les auteurs déménagent et parle,-47.12594985961914,-52.59352111816406,-47.95648956298828,-63.59968566894531,-74.58656311035156,-64.99073791503906,-57.96587371826172,-70.27778625488281,-55.05347442626953,-63.14185333251953,-83.26065063476562,-87.89521026611328,-74.35884857177734,-83.99478149414062,-80.47661590576172,-56.27394485473633,-54.609073638916016,-60.515541076660156
les auteurs déménagent et retournent,-47.815956115722656,-52.52490997314453,-45.41041564941406,-64.49545288085938,-76.24929809570312,-64.18596649169922,-62.54927444458008,-71.54610443115234,-54.26087188720703,-64.88746643066406,-82.22312927246094,-85.04730987548828,-75.52204895019531,-82.35775756835938,-83.0102767944336,-53.339599609375,-48.82032775878906,-59.71521759033203
les auteurs déménagent et retourne,-46.99770736694336,-53.00649642944336,-46.48472595214844,-65.54741668701172,-76.73297119140625,-67.46065521240234,-54.582191467285156,-66.15049743652344,-51.1387939453125,-66.0559310913086,-87.80284118652344,-90.46405029296875,-77.16374969482422,-82.85232543945312,-84.41272735595703,-54.840972900390625,-50.97257995605469,-57.826358795166016
les auteurs déménagent et sont petits,-53.19239044189453,-58.62400817871094,-49.61022186279297,-70.23566436767578,-81.75606536865234,-68.2386703491211,-62.277252197265625,-74.14966583251953,-58.95661163330078,-71.52816009521484,-87.1341781616211,-92.47506713867188,-79.55046844482422,-87.1312484741211,-87.46930694580078,-58.41156768798828,-56.058616638183594,-59.465389251708984
les auteurs déménagent et est petit,-55.51409149169922,-58.943931579589844,-50.435516357421875,-71.29364776611328,-83.38116455078125,-72.25424194335938,-64.38434600830078,-75.361328125,-59.88623809814453,-72.6081314086914,-90.9173583984375,-93.79521942138672,-83.72587585449219,-91.75006866455078,-89.95793151855469,-62.21916961669922,-58.52717971801758,-61.11368179321289
les auteurs déménagent et sont grands,-52.69429397583008,-58.153282165527344,-48.094818115234375,-68.40141296386719,-79.59684753417969,-67.80012512207031,-63.388427734375,-72.27591705322266,-55.976287841796875,-68.9360580444336,-84.85600280761719,-90.90912628173828,-80.14726257324219,-84.52397155761719,-86.06817626953125,-59.8713264465332,-56.09428405761719,-61.07902526855469
les auteurs déménagent et est grand,-55.41197967529297,-58.15269470214844,-52.20249938964844,-72.5269546508789,-83.68463897705078,-72.01013946533203,-69.26068115234375,-73.9032974243164,-64.80329132080078,-74.7974853515625,-89.72132110595703,-97.0113296508789,-83.77821350097656,-91.0133056640625,-90.02244567871094,-61.1619873046875,-58.95204162597656,-61.54876708984375
les auteurs déménagent et sont vieux,-55.78105545043945,-61.240753173828125,-51.686279296875,-70.98980712890625,-80.83071899414062,-69.64555358886719,-68.65242004394531,-72.63724517822266,-63.331993103027344,-74.62379455566406,-86.00252532958984,-93.64036560058594,-82.9406967163086,-89.52217102050781,-87.59651184082031,-64.49059295654297,-56.82925033569336,-63.15436935424805
les auteurs déménagent et est vieux,-57.60874557495117,-59.56520080566406,-53.63523864746094,-74.42231750488281,-85.47435760498047,-75.79956817626953,-68.61204528808594,-73.3992691040039,-63.667205810546875,-78.7538070678711,-92.46060180664062,-99.42366027832031,-87.61883544921875,-95.2088394165039,-92.22115325927734,-66.51223754882812,-60.15902328491211,-63.149009704589844
les auteurs déménagent et sont jeunes,-61.537899017333984,-64.8227767944336,-56.22987365722656,-69.40138244628906,-81.17488098144531,-68.83930206298828,-78.2372817993164,-79.86955261230469,-67.22837829589844,-71.07233428955078,-87.73143768310547,-91.48988342285156,-83.15339660644531,-87.7684555053711,-88.51045227050781,-78.9321060180664,-68.36749267578125,-75.75096893310547
les auteurs déménagent et est jeune,-57.37013244628906,-58.85417938232422,-55.810768127441406,-70.79385375976562,-84.38581085205078,-73.70063018798828,-66.27493286132812,-77.98585510253906,-66.02449798583984,-75.00576782226562,-89.9365463256836,-97.15116119384766,-81.34829711914062,-90.88775634765625,-91.32997131347656,-66.37864685058594,-58.82483673095703,-64.35738372802734
les directeurs déménagent et déménagent,-41.820552825927734,-47.37160110473633,-43.13263702392578,-95.9031982421875,-118.95603942871094,-101.56609344482422,-52.195281982421875,-57.53681564331055,-52.35307693481445,-86.11261749267578,-142.3992462158203,-132.58689880371094,-127.2612075805664,-137.73330688476562,-139.35848999023438,-46.38161087036133,-36.41130828857422,-47.19527053833008
les directeurs déménagent et déménage,-45.38436508178711,-46.36768341064453,-45.93851852416992,-95.58091735839844,-114.11556243896484,-103.53644561767578,-57.30408477783203,-62.18896484375,-62.515201568603516,-89.0621109008789,-136.80288696289062,-129.72463989257812,-132.4759979248047,-136.54408264160156,-138.72508239746094,-55.732364654541016,-47.35082244873047,-50.71101379394531
les directeurs déménagent et parlent,-41.84092712402344,-48.039039611816406,-43.55731201171875,-68.04061889648438,-76.8316421508789,-71.58812713623047,-52.981895446777344,-61.81254577636719,-58.46269226074219,-66.12004852294922,-92.50005340576172,-95.90829467773438,-84.23872375488281,-87.15878295898438,-93.1872787475586,-55.54838562011719,-44.82513427734375,-51.32112503051758
les directeurs déménagent et parle,-41.54222869873047,-46.508296966552734,-44.89372253417969,-69.89532470703125,-77.2652359008789,-73.25727081298828,-50.641273498535156,-63.97536849975586,-59.07051086425781,-69.23542022705078,-98.53533935546875,-95.42911529541016,-84.10568237304688,-91.1823959350586,-90.03070068359375,-56.623268127441406,-49.83491134643555,-52.8692512512207
les directeurs déménagent et retournent,-41.831180572509766,-47.91524887084961,-42.77211380004883,-68.97247314453125,-77.95462036132812,-71.16008758544922,-57.24085235595703,-66.18860626220703,-60.33433151245117,-69.69361114501953,-95.13993072509766,-90.46745300292969,-83.36087036132812,-87.11839294433594,-87.01697540283203,-53.06290054321289,-44.057979583740234,-51.42393493652344
les directeurs déménagent et retourne,-40.54420471191406,-47.667118072509766,-43.77400207519531,-70.30122375488281,-78.19187927246094,-75.52063751220703,-46.316612243652344,-59.8614616394043,-57.691795349121094,-70.19110107421875,-101.1709213256836,-97.07203674316406,-86.38423919677734,-88.01095581054688,-89.07312774658203,-54.88705825805664,-48.5761833190918,-52.42420959472656
les directeurs déménagent et sont petits,-48.00107955932617,-53.90846633911133,-46.704559326171875,-74.26060485839844,-84.46366119384766,-76.68828582763672,-56.47221374511719,-69.14287567138672,-65.46215057373047,-73.92334747314453,-100.46499633789062,-99.24969482421875,-89.76312255859375,-93.0586929321289,-93.20689392089844,-59.461708068847656,-54.1666259765625,-57.300357818603516
les directeurs déménagent et est petit,-50.26504898071289,-54.79776382446289,-48.120391845703125,-76.41343688964844,-85.77226257324219,-80.51081085205078,-59.55097198486328,-72.86906433105469,-65.88172912597656,-76.81563568115234,-104.74405670166016,-101.35514831542969,-93.45512390136719,-97.59727478027344,-96.07598876953125,-62.598426818847656,-55.97705841064453,-58.52772903442383
les directeurs déménagent et sont grands,-47.418758392333984,-53.69125747680664,-45.04896926879883,-72.98188781738281,-82.12033081054688,-75.9812240600586,-60.07326889038086,-65.81185913085938,-63.509464263916016,-72.90133666992188,-99.30378723144531,-97.8323745727539,-90.08509063720703,-90.25122833251953,-92.1171875,-60.03547668457031,-53.8017578125,-57.49890899658203
les directeurs déménagent et est grand,-50.027095794677734,-54.50618362426758,-49.78617858886719,-77.64228820800781,-85.3679428100586,-80.2446517944336,-67.10737609863281,-72.00054168701172,-72.40866088867188,-79.65690612792969,-103.60320281982422,-104.12886047363281,-92.41696166992188,-95.96814727783203,-96.29523468017578,-59.787681579589844,-56.52021408081055,-57.74867248535156
les directeurs déménagent et sont vieux,-49.98195266723633,-55.709781646728516,-48.92705154418945,-76.60832214355469,-84.23942565917969,-78.33406829833984,-61.62871170043945,-67.23809051513672,-69.35953521728516,-79.62757110595703,-101.40889739990234,-101.05130767822266,-93.15994262695312,-95.6214599609375,-94.50679779052734,-66.06807708740234,-53.233642578125,-60.53211212158203
les directeurs déménagent et est vieux,-51.93488693237305,-54.36690139770508,-50.91443634033203,-80.24874877929688,-88.59391784667969,-84.06279754638672,-63.94255065917969,-70.59376525878906,-69.0225830078125,-83.81283569335938,-107.00780487060547,-106.04846954345703,-97.37667846679688,-101.36965942382812,-99.49819946289062,-67.44254302978516,-56.06062316894531,-59.82673645019531
les directeurs déménagent et sont jeunes,-55.583580017089844,-60.31930923461914,-53.44673156738281,-74.0399169921875,-83.19672393798828,-76.4812240600586,-72.231201171875,-78.16764068603516,-76.0149154663086,-75.16606903076172,-101.20054626464844,-97.9637222290039,-93.39203643798828,-93.37762451171875,-95.22807312011719,-80.70329284667969,-63.59463882446289,-73.24755859375
les directeurs déménagent et est jeune,-51.5236701965332,-53.69316482543945,-52.90180969238281,-76.75096130371094,-87.30671691894531,-82.88379669189453,-62.235206604003906,-76.0348892211914,-72.31786346435547,-79.72559356689453,-105.20714569091797,-104.39103698730469,-91.64926147460938,-96.97084045410156,-99.77769470214844,-64.65567779541016,-56.21642303466797,-60.64006423950195
les agriculteurs déménagent et déménagent,-51.73954772949219,-50.64551544189453,-52.76408767700195,-90.68775939941406,-116.7862319946289,-92.05320739746094,-62.46701431274414,-54.67931365966797,-59.42170715332031,-74.77732849121094,-136.94448852539062,-123.39244079589844,-126.73977661132812,-140.83447265625,-140.5796356201172,-70.66696166992188,-63.26351547241211,-75.50836181640625
les agriculteurs déménagent et déménage,-53.20106887817383,-48.43335723876953,-54.08518600463867,-89.15113830566406,-112.02911376953125,-94.27290344238281,-67.32035064697266,-56.09508514404297,-72.20021057128906,-77.10688018798828,-131.80648803710938,-120.55750274658203,-132.15884399414062,-139.4184112548828,-138.69757080078125,-81.42869567871094,-70.51129150390625,-80.05291748046875
les agriculteurs déménagent et parlent,-50.65239715576172,-50.18882751464844,-51.6630744934082,-61.21067810058594,-72.72032928466797,-63.39810562133789,-64.86140441894531,-59.41437530517578,-62.056400299072266,-53.733638763427734,-86.58326721191406,-85.03829193115234,-84.27916717529297,-89.6713638305664,-91.25557708740234,-76.52225494384766,-65.96341705322266,-79.97388458251953
les agriculteurs déménagent et parle,-50.350948333740234,-49.92109298706055,-51.987064361572266,-63.32109832763672,-75.10601806640625,-65.92753601074219,-65.61241149902344,-60.66889190673828,-63.50863265991211,-55.7701530456543,-94.96866607666016,-86.19600677490234,-83.73519134521484,-93.98435974121094,-90.02363586425781,-77.02861022949219,-69.49044799804688,-81.39607238769531
les agriculteurs déménagent et retournent,-51.925804138183594,-53.16321563720703,-51.15499496459961,-63.05046844482422,-74.59937286376953,-63.02724838256836,-67.38233184814453,-67.1108627319336,-67.51717376708984,-56.251251220703125,-89.28284454345703,-80.69223022460938,-83.13196563720703,-90.33316802978516,-86.39743041992188,-77.76821899414062,-73.65653228759766,-82.68780517578125
les agriculteurs déménagent et retourne,-49.99895477294922,-49.74039077758789,-50.32364273071289,-63.84965515136719,-75.31916809082031,-66.73430633544922,-61.7686882019043,-56.85161590576172,-62.363746643066406,-55.83736801147461,-97.49340057373047,-87.61528015136719,-86.3899154663086,-90.83226776123047,-88.28607177734375,-78.64110565185547,-71.12109375,-79.63618469238281
les agriculteurs déménagent et sont petits,-56.35116958618164,-53.987030029296875,-54.222530364990234,-67.24015808105469,-79.60224914550781,-65.97330474853516,-66.0321273803711,-66.03504943847656,-63.51544189453125,-59.63869094848633,-95.40518188476562,-86.2897720336914,-90.16716003417969,-94.9279556274414,-91.471435546875,-77.9678955078125,-75.40766906738281,-83.81787109375
les agriculteurs déménagent et est petit,-58.616432189941406,-56.230682373046875,-54.39985275268555,-69.91252899169922,-81.95335388183594,-71.5086898803711,-68.11660766601562,-67.6374282836914,-67.10468292236328,-61.982444763183594,-100.9104995727539,-89.6561050415039,-93.43966674804688,-100.11591339111328,-94.93360137939453,-81.17987823486328,-77.94993591308594,-86.61862182617188
les agriculteurs déménagent et sont grands,-55.586891174316406,-53.88702392578125,-53.50614547729492,-65.83296203613281,-77.7181167602539,-65.33158111572266,-64.92486572265625,-61.469879150390625,-64.6402587890625,-57.40028762817383,-93.62592315673828,-84.62316131591797,-90.29548645019531,-92.82623291015625,-90.95059204101562,-78.34815979003906,-74.42083740234375,-82.85856628417969
les agriculteurs déménagent et est grand,-58.62687301635742,-55.98910903930664,-56.40804672241211,-71.04061126708984,-82.68746948242188,-72.02435302734375,-73.68506622314453,-65.69159698486328,-72.33805847167969,-64.16661834716797,-100.95687103271484,-93.48616027832031,-92.37846374511719,-98.7277603149414,-95.55670928955078,-80.41316223144531,-79.2469482421875,-85.73448944091797
les agriculteurs déménagent et sont vieux,-57.9318733215332,-55.961185455322266,-56.315189361572266,-69.30992889404297,-79.57630920410156,-68.48734283447266,-70.33988189697266,-63.22434997558594,-65.37127685546875,-64.75211334228516,-95.80310821533203,-89.1887435913086,-94.24710845947266,-98.13787841796875,-93.16526794433594,-85.09559631347656,-75.97010803222656,-87.37396240234375
les agriculteurs déménagent et est vieux,-60.100563049316406,-55.35694122314453,-57.04708480834961,-73.20584106445312,-84.66545104980469,-75.46858978271484,-72.78678894042969,-64.55897521972656,-68.97181701660156,-68.03765106201172,-102.81932067871094,-95.12112426757812,-98.229248046875,-103.76680755615234,-98.40071105957031,-86.02297973632812,-78.86796569824219,-88.48114776611328
les agriculteurs déménagent et sont jeunes,-63.072086334228516,-60.71711349487305,-59.77835464477539,-67.40477752685547,-79.19642639160156,-66.51859283447266,-77.3624038696289,-70.82777404785156,-75.81768798828125,-60.47224426269531,-96.3319320678711,-85.37226867675781,-93.27217864990234,-95.17447662353516,-94.1041259765625,-97.39067077636719,-87.02220153808594,-99.44764709472656
les agriculteurs déménagent et est jeune,-60.340301513671875,-55.17217254638672,-60.36545181274414,-70.26583099365234,-83.38753509521484,-73.87084197998047,-73.02655029296875,-68.91287231445312,-73.69293212890625,-64.97015380859375,-100.97127532958984,-93.52149200439453,-92.36030578613281,-99.45677947998047,-98.74419403076172,-84.3800048828125,-75.8311538696289,-88.51239013671875
les chirurgiens déménagent et déménagent,-53.55891418457031,-50.60757064819336,-47.67892837524414,-93.46804809570312,-115.83202362060547,-91.87106323242188,-57.33937072753906,-55.672119140625,-42.336181640625,-84.6257095336914,-123.54170989990234,-112.958984375,-125.78456115722656,-138.5973358154297,-139.61752319335938,-52.616390228271484,-57.43033218383789,-54.76709747314453
les chirurgiens déménagent et déménage,-55.679161071777344,-48.897281646728516,-49.5272216796875,-92.6622085571289,-111.52597045898438,-93.93260192871094,-59.50183868408203,-56.807281494140625,-53.48202133178711,-87.20213317871094,-117.14202117919922,-110.11262512207031,-131.0998992919922,-137.40969848632812,-137.87606811523438,-65.45443725585938,-64.76261901855469,-58.39532470703125
les chirurgiens déménagent et parlent,-53.26020050048828,-49.20779037475586,-47.82231140136719,-64.78254699707031,-72.68252563476562,-63.18610382080078,-58.76787567138672,-56.127281188964844,-47.697181701660156,-61.67237091064453,-74.63317108154297,-76.4153823852539,-83.0221939086914,-87.42183685302734,-93.41888427734375,-63.73875427246094,-62.54304504394531,-59.39502716064453
